model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-45.8419075012207,-45.78908157348633,-0.052825927734375
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-46.648983001708984,-51.14657974243164,4.497596740722656
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-49.47422409057617,-45.31303787231445,-4.161186218261719
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-46.97925567626953,-46.6340446472168,-0.3452110290527344
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-48.08187484741211,-48.02378463745117,-0.0580902099609375
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-51.5616455078125,-53.85863494873047,2.2969894409179688
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-52.78371047973633,-56.65543746948242,3.8717269897460938
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-54.368927001953125,-58.06633758544922,3.6974105834960938
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-55.66191101074219,-55.387996673583984,-0.2739143371582031
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-54.16771697998047,-54.766841888427734,0.5991249084472656
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-56.527610778808594,-58.66947937011719,2.1418685913085938
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-49.88594055175781,-49.903404235839844,0.01746368408203125
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-49.23545455932617,-49.09733200073242,-0.13812255859375
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-52.879512786865234,-49.80617141723633,-3.0733413696289062
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-51.57693099975586,-47.597320556640625,-3.9796104431152344
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-52.876953125,-51.75882339477539,-1.1181297302246094
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-49.763526916503906,-47.996055603027344,-1.7674713134765625
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-47.101558685302734,-45.00460433959961,-2.096954345703125
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-47.944522857666016,-48.4083366394043,0.46381378173828125
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-47.70997619628906,-47.8575325012207,0.14755630493164062
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and ibex,-57.06743621826172,-56.062191009521484,-1.0052452087402344
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and harpies,-57.76158142089844,-58.363197326660156,0.6016159057617188
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and keas,-59.07034683227539,-55.898990631103516,-3.171356201171875
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and narwhals,-51.688880920410156,-50.995059967041016,-0.6938209533691406
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and narwhals,-50.14076614379883,-49.07844161987305,-1.0623245239257812
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and narwhals,-51.71812438964844,-54.27646255493164,2.558338165283203
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and ocelots,-51.58942794799805,-46.605709075927734,-4.9837188720703125
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and ocelots,-49.6734504699707,-48.72812271118164,-0.9453277587890625
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-47.76133346557617,-47.40886306762695,-0.35247039794921875
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and ibex,-47.84540557861328,-51.08030700683594,3.2349014282226562
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and keas,-50.24119567871094,-48.24925231933594,-1.991943359375
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ibex,-46.647132873535156,-50.08769607543945,3.440563201904297
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and koalas,-48.528438568115234,-49.69861602783203,1.1701774597167969
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and sloths,-48.638511657714844,-48.24360656738281,-0.39490509033203125
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and ibex,-54.716651916503906,-56.68679428100586,1.9701423645019531
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and keas,-51.78733444213867,-47.28366470336914,-4.503669738769531
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and harpies,-46.06504821777344,-51.907291412353516,5.842243194580078
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and koalas,-48.060001373291016,-51.21318054199219,3.153179168701172
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and wombats,-48.524288177490234,-48.323448181152344,-0.20083999633789062
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and harpies,-54.57809829711914,-57.17420959472656,2.596111297607422
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and keas,-49.7920036315918,-49.50133514404297,-0.2906684875488281
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and koalas,-48.54314041137695,-50.909507751464844,2.3663673400878906
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and sloths,-46.18312072753906,-49.39393615722656,3.2108154296875
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and wombats,-52.75642395019531,-53.588741302490234,0.8323173522949219
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and lions,-44.58928298950195,-44.78227996826172,0.19299697875976562
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and keas,-55.99970245361328,-55.981746673583984,-0.017955780029296875
qing-yao/relfreq_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wombats,-51.50551986694336,-50.13776397705078,-1.3677558898925781
