model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-62.01047897338867,-61.63639450073242,-0.37408447265625
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-67.94322967529297,-68.45974731445312,0.5165176391601562
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-64.43240356445312,-60.13116455078125,-4.301239013671875
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-62.544677734375,-65.2107925415039,2.6661148071289062
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-53.971107482910156,-54.986839294433594,1.0157318115234375
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-64.5987548828125,-68.45710754394531,3.8583526611328125
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-67.87974548339844,-68.9321060180664,1.0523605346679688
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-58.708927154541016,-56.18879699707031,-2.520130157470703
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-68.7784652709961,-63.09897994995117,-5.679485321044922
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-64.90851593017578,-59.45402908325195,-5.454486846923828
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-66.5679702758789,-67.65304565429688,1.0850753784179688
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-62.49993896484375,-62.08251190185547,-0.41742706298828125
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-62.699371337890625,-61.831539154052734,-0.8678321838378906
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-69.38574981689453,-65.95610809326172,-3.4296417236328125
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-56.889381408691406,-53.26496887207031,-3.6244125366210938
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-65.93061065673828,-64.7376937866211,-1.1929168701171875
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-62.73581314086914,-59.3306999206543,-3.4051132202148438
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-48.185325622558594,-50.2663459777832,2.0810203552246094
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-58.18728256225586,-61.51004409790039,3.3227615356445312
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-56.62031936645508,-58.46598815917969,1.8456687927246094
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-72.7481689453125,-66.76409149169922,-5.984077453613281
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-61.479305267333984,-60.88924789428711,-0.590057373046875
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-72.47525024414062,-66.59127807617188,-5.88397216796875
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-66.59929656982422,-66.477783203125,-0.12151336669921875
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-60.27294158935547,-55.08565902709961,-5.187282562255859
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and narwhals,-66.8351821899414,-69.64096069335938,2.8057785034179688
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and ocelots,-63.75109100341797,-61.780948638916016,-1.9701423645019531
qing-yao/handcoded_nunique_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and ocelots,-59.900238037109375,-58.96315383911133,-0.9370841979980469
