model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",kiwis and wolverines,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",kiwis and narwhals,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",kiwis and ocelots,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",ibex and kiwis,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",harpies and kiwis,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",axolotls and wolverines,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",axolotls and ibex,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",axolotls and harpies,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",axolotls and keas,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",axolotls and bonobos,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",axolotls and wombats,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",axolotls and lions,-27.374601364135742,-26.67816734313965,-0.6964340209960938
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",ocelots and platypuses,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",ibex and platypuses,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",harpies and platypuses,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",keas and platypuses,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",bonobos and platypuses,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",harpies and wolverines,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",keas and wolverines,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",bonobos and wolverines,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",capybaras and ibex,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",capybaras and harpies,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",capybaras and keas,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",ibex and narwhals,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",harpies and narwhals,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",keas and narwhals,-18.342180252075195,-18.342180252075195,0.0
qing-yao/binomial-babylm-base_seed-42_1e-3,"Well, the ",ibex and ocelots,-18.342180252075195,-18.342180252075195,0.0
