model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-77.86544799804688,-72.09528350830078,-5.770164489746094
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-90.5737533569336,-87.7603988647461,-2.8133544921875
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-73.56904602050781,-71.36356353759766,-2.2054824829101562
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-83.50112915039062,-88.90721893310547,5.406089782714844
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-76.93562316894531,-72.577392578125,-4.3582305908203125
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-90.62448120117188,-91.6396484375,1.015167236328125
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-100.32015991210938,-102.70775604248047,2.3875961303710938
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-86.7071533203125,-88.74652099609375,2.03936767578125
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-90.46070861816406,-91.7530746459961,1.2923660278320312
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-93.97639465332031,-89.01384735107422,-4.962547302246094
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-97.37545776367188,-107.2980728149414,9.922615051269531
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-92.56182098388672,-90.46953582763672,-2.09228515625
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-91.0713119506836,-82.95301818847656,-8.118293762207031
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-101.8790283203125,-98.32884979248047,-3.5501785278320312
qing-yao/relfreq_n10000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-95.19219207763672,-83.36241149902344,-11.829780578613281
