model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-42.721134185791016,-45.37156295776367,2.6504287719726562
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-45.99171447753906,-46.47288513183594,0.481170654296875
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-45.88527297973633,-42.110958099365234,-3.7743148803710938
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-42.17850875854492,-49.16791534423828,6.989406585693359
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-45.835777282714844,-42.84492492675781,-2.9908523559570312
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-50.96876907348633,-52.033226013183594,1.0644569396972656
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-54.16971969604492,-49.927852630615234,-4.2418670654296875
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-51.93214416503906,-56.21129608154297,4.279151916503906
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-59.74091339111328,-61.050846099853516,1.3099327087402344
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-59.18729782104492,-53.54722213745117,-5.64007568359375
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-57.019474029541016,-59.89027404785156,2.870800018310547
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-50.46977615356445,-50.781333923339844,0.3115577697753906
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-45.169769287109375,-51.418643951416016,6.248874664306641
qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-47.41048812866211,-51.428340911865234,4.017852783203125
