model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-43.44361877441406,-41.10137176513672,-2.3422470092773438
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-44.2584228515625,-41.12113952636719,-3.1372833251953125
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-46.37295150756836,-43.08137130737305,-3.2915802001953125
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-43.38346862792969,-44.711891174316406,1.3284225463867188
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-41.43119430541992,-41.10822296142578,-0.3229713439941406
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-52.17625427246094,-48.5953254699707,-3.5809288024902344
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-53.02749252319336,-47.641021728515625,-5.386470794677734
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-50.542396545410156,-47.51749038696289,-3.0249061584472656
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-55.62496566772461,-50.36231231689453,-5.262653350830078
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-52.81831741333008,-46.84709167480469,-5.971225738525391
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-54.067630767822266,-46.52617645263672,-7.541454315185547
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-51.35195541381836,-45.53281784057617,-5.8191375732421875
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-42.796478271484375,-43.13452911376953,0.33805084228515625
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-47.22587585449219,-41.64566421508789,-5.580211639404297
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-41.128684997558594,-40.75117874145508,-0.3775062561035156
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-47.921241760253906,-48.22523498535156,0.30399322509765625
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-43.686614990234375,-42.34101486206055,-1.3456001281738281
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-42.30397415161133,-40.133087158203125,-2.170886993408203
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-48.136573791503906,-45.06251525878906,-3.0740585327148438
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-44.850894927978516,-42.97102355957031,-1.8798713684082031
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",capybaras and ibex,-54.81120681762695,-48.789703369140625,-6.021503448486328
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",capybaras and harpies,-53.09321212768555,-47.057533264160156,-6.035678863525391
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",capybaras and keas,-56.690696716308594,-51.25430679321289,-5.436389923095703
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and narwhals,-44.18836975097656,-41.92633056640625,-2.2620391845703125
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and narwhals,-41.129417419433594,-38.231956481933594,-2.8974609375
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and narwhals,-47.28502655029297,-44.3374137878418,-2.947612762451172
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and ocelots,-44.70482635498047,-42.21623611450195,-2.4885902404785156
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and ocelots,-49.82582092285156,-45.7983283996582,-4.027492523193359
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-44.472930908203125,-42.674495697021484,-1.7984352111816406
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and ibex,-41.619144439697266,-46.257484436035156,4.638339996337891
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and keas,-47.39749526977539,-47.249114990234375,-0.14838027954101562
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ibex,-43.0301628112793,-44.872718811035156,1.8425559997558594
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and koalas,-42.873809814453125,-41.07938003540039,-1.7944297790527344
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and sloths,-44.5946159362793,-41.93919372558594,-2.6554222106933594
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and ibex,-45.524410247802734,-49.304664611816406,3.780254364013672
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and keas,-45.527462005615234,-46.911170959472656,1.3837089538574219
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and harpies,-43.57324981689453,-41.672019958496094,-1.9012298583984375
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and koalas,-39.6757926940918,-41.82174301147461,2.1459503173828125
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and wombats,-42.51858139038086,-43.67030334472656,1.1517219543457031
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and harpies,-41.77201461791992,-45.753623962402344,3.981609344482422
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and keas,-47.477725982666016,-47.72828674316406,0.2505607604980469
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and koalas,-43.96484375,-44.068153381347656,0.10330963134765625
qing-yao/handcoded_n1000_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and sloths,-45.6558723449707,-46.40281677246094,0.7469444274902344
