model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-38.80573654174805,-38.09074783325195,-0.7149887084960938
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-40.59854507446289,-40.65992736816406,0.061382293701171875
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-42.53010177612305,-42.36206817626953,-0.16803359985351562
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-44.4442024230957,-40.411659240722656,-4.032543182373047
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-41.690555572509766,-37.991703033447266,-3.6988525390625
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-48.803619384765625,-43.42750549316406,-5.3761138916015625
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-49.35839080810547,-46.341331481933594,-3.017059326171875
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-47.28992462158203,-44.35123825073242,-2.9386863708496094
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-53.24372100830078,-46.57413864135742,-6.669582366943359
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-47.741703033447266,-41.026397705078125,-6.715305328369141
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-48.98371124267578,-44.57729721069336,-4.406414031982422
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-48.7344970703125,-42.190914154052734,-6.543582916259766
qing-yao/handcoded_nunique_nb0_410M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-39.415931701660156,-40.53936004638672,1.1234283447265625
