model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-27.077360153198242,-26.556011199951172,-0.5213489532470703
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",capybaras and ibex,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",capybaras and harpies,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",capybaras and keas,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",ibex and narwhals,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",harpies and narwhals,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",keas and narwhals,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",ibex and ocelots,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",keas and ocelots,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",harpies and ibex,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",ibex and keas,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",bonobos and ibex,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",ibex and koalas,-18.075584411621094,-18.075584411621094,0.0
qing-yao/genpref_nunique_nb50k_babylm_ep1_lr1e-4_seed42,"Well, the ",ibex and sloths,-18.075584411621094,-18.075584411621094,0.0
