model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-54.571380615234375,-52.105403900146484,-2.4659767150878906
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-52.64543914794922,-58.206825256347656,5.5613861083984375
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-59.79193878173828,-57.83942794799805,-1.9525108337402344
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-53.356014251708984,-55.55425262451172,2.1982383728027344
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-52.186065673828125,-56.50754928588867,4.321483612060547
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-61.92813491821289,-58.7437858581543,-3.1843490600585938
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-66.97559356689453,-62.58149337768555,-4.394100189208984
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-68.64767456054688,-60.514991760253906,-8.132682800292969
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-73.59701538085938,-63.801231384277344,-9.795783996582031
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-67.5839614868164,-64.78340911865234,-2.8005523681640625
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-67.81971740722656,-62.01460266113281,-5.80511474609375
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-67.90730285644531,-54.18689727783203,-13.720405578613281
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-53.36199188232422,-58.83785629272461,5.475864410400391
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-55.70623016357422,-52.03537368774414,-3.670856475830078
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-49.703590393066406,-55.80852127075195,6.104930877685547
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",keas and platypuses,-59.08903884887695,-62.22306442260742,3.1340255737304688
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-57.63978576660156,-54.8471565246582,-2.7926292419433594
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and wolverines,-52.62998962402344,-53.967533111572266,1.3375434875488281
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",keas and wolverines,-55.70138931274414,-56.477413177490234,0.7760238647460938
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-59.22698974609375,-59.49547576904297,0.26848602294921875
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",capybaras and ibex,-61.571998596191406,-52.12553787231445,-9.446460723876953
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",capybaras and harpies,-61.60350799560547,-54.773075103759766,-6.830432891845703
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",capybaras and keas,-66.41405487060547,-58.1129150390625,-8.301139831542969
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",ibex and narwhals,-53.27914810180664,-59.05617904663086,5.777030944824219
qing-yao/relfreq_nunique_nb150k_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and narwhals,-54.29395294189453,-56.154052734375,1.8600997924804688
