model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-64.0829086303711,-72.28015899658203,8.197250366210938
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-75.63385772705078,-76.3836898803711,0.7498321533203125
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-69.74452209472656,-62.3636474609375,-7.3808746337890625
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-68.11470031738281,-68.92987060546875,0.8151702880859375
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-55.81189727783203,-53.35280990600586,-2.459087371826172
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-68.24064636230469,-78.68297576904297,10.442329406738281
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-78.31759643554688,-85.11067199707031,6.7930755615234375
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-59.20746994018555,-68.8359603881836,9.628490447998047
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-75.36677551269531,-73.49642181396484,-1.8703536987304688
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-70.74994659423828,-70.72285461425781,-0.02709197998046875
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-76.00553894042969,-80.09626007080078,4.090721130371094
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-67.57582092285156,-70.45491790771484,2.8790969848632812
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-77.70905303955078,-79.42733764648438,1.7182846069335938
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-86.45709228515625,-84.30767059326172,-2.1494216918945312
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-69.64447021484375,-67.00485229492188,-2.639617919921875
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",keas and platypuses,-75.07355499267578,-81.51737213134766,6.443817138671875
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-79.66199493408203,-72.85907745361328,-6.80291748046875
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and wolverines,-50.69218444824219,-56.513397216796875,5.8212127685546875
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",keas and wolverines,-62.49606704711914,-74.58827209472656,12.092205047607422
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-63.69490432739258,-72.01071166992188,8.315807342529297
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",capybaras and ibex,-85.3985366821289,-77.07504272460938,-8.323493957519531
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",capybaras and harpies,-73.1714859008789,-62.37413787841797,-10.797348022460938
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",capybaras and keas,-81.90023803710938,-68.99774169921875,-12.902496337890625
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and narwhals,-82.28779602050781,-80.00286865234375,-2.2849273681640625
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and narwhals,-71.52823638916016,-61.55070495605469,-9.977531433105469
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",keas and narwhals,-81.48145294189453,-77.70648193359375,-3.7749710083007812
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and ocelots,-75.71809387207031,-68.55142211914062,-7.1666717529296875
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",keas and ocelots,-65.94950866699219,-67.50311279296875,1.5536041259765625
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-64.0486831665039,-66.15106201171875,2.1023788452148438
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and ibex,-61.710567474365234,-61.18308639526367,-0.5274810791015625
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and keas,-74.35907745361328,-71.42816162109375,-2.9309158325195312
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",bonobos and ibex,-68.24053192138672,-72.77787780761719,4.537345886230469
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and koalas,-73.56869506835938,-69.4935302734375,-4.075164794921875
qing-yao/handcoded_n5000_nb50k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and sloths,-73.59247589111328,-72.46791076660156,-1.1245651245117188
