model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-45.463043212890625,-48.14488220214844,2.6818389892578125
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-57.97347640991211,-58.12895202636719,0.15547561645507812
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-44.1015739440918,-52.83154296875,8.729969024658203
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-55.1657829284668,-54.04603958129883,-1.1197433471679688
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-52.961265563964844,-43.632286071777344,-9.3289794921875
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-65.73912811279297,-65.56932830810547,-0.1697998046875
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-72.94435119628906,-72.1328125,-0.8115386962890625
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-62.12678527832031,-66.39361572265625,4.2668304443359375
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-69.9275894165039,-68.30795288085938,-1.6196365356445312
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-76.03839111328125,-69.62386322021484,-6.414527893066406
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-73.02635192871094,-77.43999481201172,4.413642883300781
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-70.69631958007812,-70.08958435058594,-0.6067352294921875
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-62.04833221435547,-73.72346496582031,11.675132751464844
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-64.72699737548828,-72.35711669921875,7.630119323730469
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-64.4489517211914,-64.2696762084961,-0.1792755126953125
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",keas and platypuses,-63.54981994628906,-71.3712158203125,7.8213958740234375
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-71.79356384277344,-70.94769287109375,-0.8458709716796875
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and wolverines,-51.03681945800781,-45.27644348144531,-5.7603759765625
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",keas and wolverines,-53.86703109741211,-52.143123626708984,-1.723907470703125
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-56.42753601074219,-62.49303436279297,6.065498352050781
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",capybaras and ibex,-63.346553802490234,-65.31937408447266,1.9728202819824219
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",capybaras and harpies,-53.59337615966797,-63.19921112060547,9.6058349609375
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",capybaras and keas,-57.55185317993164,-63.27962875366211,5.727775573730469
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and narwhals,-67.3729019165039,-62.629486083984375,-4.743415832519531
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and narwhals,-62.13982391357422,-52.45301055908203,-9.686813354492188
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",keas and narwhals,-63.4013557434082,-62.712398529052734,-0.6889572143554688
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and ocelots,-55.897186279296875,-57.96812057495117,2.070934295654297
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",keas and ocelots,-55.73373031616211,-56.146018981933594,0.4122886657714844
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-55.26398468017578,-62.085662841796875,6.821678161621094
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and ibex,-61.103023529052734,-58.45924758911133,-2.6437759399414062
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and keas,-55.74213790893555,-59.28791809082031,3.5457801818847656
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",bonobos and ibex,-67.37940979003906,-63.911094665527344,-3.4683151245117188
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and koalas,-55.40864562988281,-62.377037048339844,6.968391418457031
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and sloths,-57.04381561279297,-50.35640335083008,-6.687412261962891
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",aardvarks and ibex,-71.77507781982422,-69.12683868408203,-2.6482391357421875
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and keas,-52.54233932495117,-53.73048400878906,1.1881446838378906
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",bonobos and harpies,-57.765602111816406,-58.89936828613281,1.1337661743164062
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and koalas,-56.96404266357422,-52.53526306152344,-4.428779602050781
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and wombats,-57.79580307006836,-57.52436065673828,-0.2714424133300781
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",aardvarks and harpies,-60.17046356201172,-63.29492950439453,3.1244659423828125
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",bonobos and keas,-56.87731170654297,-62.464744567871094,5.587432861328125
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",keas and koalas,-51.51795959472656,-56.954566955566406,5.436607360839844
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",keas and sloths,-56.68033218383789,-51.06651306152344,-5.613819122314453
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",keas and wombats,-61.720855712890625,-61.81254196166992,0.09168624877929688
qing-yao/relfreq_n10000_nb300k_160M_ep10_lr1e-4_seed42,"Well, the ",keas and lions,-56.29825210571289,-49.48316192626953,-6.815090179443359
