model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-52.37813186645508,-51.25094985961914,-1.1271820068359375
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-51.4791374206543,-47.52565002441406,-3.9534873962402344
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-54.26567840576172,-47.51620101928711,-6.749477386474609
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-46.08382034301758,-53.607322692871094,7.523502349853516
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-46.225440979003906,-46.49226379394531,0.26682281494140625
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-50.35587692260742,-50.28460693359375,-0.07126998901367188
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-53.4822998046875,-48.08578109741211,-5.396518707275391
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-47.24589157104492,-50.62226104736328,3.3763694763183594
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-57.65545654296875,-56.18748474121094,-1.4679718017578125
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-54.152706146240234,-47.765350341796875,-6.387355804443359
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-54.05205154418945,-56.877838134765625,2.825786590576172
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-49.68365478515625,-46.76832580566406,-2.9153289794921875
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-48.87600326538086,-53.155006408691406,4.279003143310547
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-51.517879486083984,-53.1032600402832,1.5853805541992188
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-55.205291748046875,-48.50044631958008,-6.704845428466797
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-55.7767448425293,-58.853214263916016,3.0764694213867188
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-49.07766342163086,-50.83388137817383,1.7562179565429688
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-47.631587982177734,-44.29631423950195,-3.3352737426757812
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-49.80137634277344,-55.527565002441406,5.726188659667969
qing-yao/genpref_nunique_nb150k_160M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-42.521060943603516,-48.615386962890625,6.094326019287109
