model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-40.25651550292969,-41.82121658325195,1.5647010803222656
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-42.99615478515625,-42.7542610168457,-0.24189376831054688
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-43.35420227050781,-39.85747528076172,-3.4967269897460938
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-39.93853759765625,-43.81543731689453,3.8768997192382812
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-40.133644104003906,-38.15630340576172,-1.9773406982421875
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-44.285579681396484,-45.61701202392578,1.3314323425292969
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-46.3416862487793,-43.11586380004883,-3.2258224487304688
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-42.78263473510742,-46.3627815246582,3.5801467895507812
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-51.23928451538086,-51.15839385986328,-0.08089065551757812
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-48.05971908569336,-44.481842041015625,-3.5778770446777344
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-47.38588333129883,-49.845157623291016,2.4592742919921875
qing-yao/relfreq_n5000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-43.27094650268555,-40.93746566772461,-2.3334808349609375
