model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-27.45323371887207,-25.517492294311523,-1.9357414245605469
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-17.028596878051758,-17.028596878051758,0.0
qing-yao/genpref_nunique_nb0_babylm_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-17.028596878051758,-17.028596878051758,0.0
