model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-50.23712921142578,-52.85590362548828,2.6187744140625
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-52.347103118896484,-58.015926361083984,5.6688232421875
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-55.11268615722656,-50.206939697265625,-4.9057464599609375
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-51.59847640991211,-52.85248947143555,1.2540130615234375
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-50.06410217285156,-51.1930046081543,1.1289024353027344
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-53.263607025146484,-57.766868591308594,4.503261566162109
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-55.88634490966797,-58.32294845581055,2.436603546142578
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-53.913658142089844,-59.594844818115234,5.681186676025391
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-59.16777038574219,-58.055545806884766,-1.1122245788574219
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-56.96923828125,-57.6905517578125,0.7213134765625
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-59.394500732421875,-64.7913589477539,5.396858215332031
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-52.94245147705078,-56.983428955078125,4.040977478027344
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-53.73105239868164,-54.150508880615234,0.41945648193359375
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-59.915592193603516,-56.14913558959961,-3.7664566040039062
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-53.41986846923828,-49.080833435058594,-4.3390350341796875
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-58.19799041748047,-59.013980865478516,0.8159904479980469
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-59.04785919189453,-53.31082534790039,-5.737033843994141
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-46.86470031738281,-45.21644973754883,-1.6482505798339844
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-49.41840362548828,-53.38494110107422,3.9665374755859375
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-52.003273010253906,-52.46185302734375,0.45858001708984375
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and ibex,-60.136314392089844,-56.16178894042969,-3.9745254516601562
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and harpies,-57.3990592956543,-57.10909652709961,-0.2899627685546875
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and keas,-61.89429473876953,-59.272274017333984,-2.622020721435547
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and narwhals,-53.35458755493164,-55.62671661376953,2.2721290588378906
qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and narwhals,-49.41295623779297,-49.54033660888672,0.12738037109375
