model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-45.84538269042969,-45.827816009521484,-0.017566680908203125
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-46.552940368652344,-51.15799331665039,4.605052947998047
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-49.4265022277832,-45.3731689453125,-4.053333282470703
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-46.9200325012207,-46.64933395385742,-0.27069854736328125
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-48.21947479248047,-47.85486602783203,-0.3646087646484375
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-51.31221008300781,-53.85722732543945,2.5450172424316406
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-52.60053253173828,-56.65301513671875,4.052482604980469
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-54.095787048339844,-57.904388427734375,3.8086013793945312
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-55.653175354003906,-55.44652557373047,-0.2066497802734375
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-53.95343017578125,-54.69978713989258,0.7463569641113281
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-56.31462097167969,-58.76677703857422,2.4521560668945312
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-49.63764953613281,-49.871826171875,0.2341766357421875
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-49.242156982421875,-49.19337463378906,-0.0487823486328125
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-52.765411376953125,-49.835323333740234,-2.9300880432128906
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-51.513946533203125,-47.63880157470703,-3.8751449584960938
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-52.886322021484375,-51.96379089355469,-0.9225311279296875
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-49.81107711791992,-48.07940673828125,-1.7316703796386719
qing-yao/genpref_n5000_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-47.01534652709961,-44.78388977050781,-2.231456756591797
