model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-60.4533576965332,-55.78926467895508,-4.664093017578125
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-72.50226593017578,-66.71102142333984,-5.7912445068359375
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-56.552978515625,-53.03428268432617,-3.518695831298828
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-63.084354400634766,-65.16594696044922,2.081592559814453
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-54.17406463623047,-52.538673400878906,-1.6353912353515625
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-67.87667846679688,-65.43252563476562,-2.44415283203125
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-76.96974182128906,-73.72383880615234,-3.2459030151367188
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-63.50477600097656,-65.17472839355469,1.669952392578125
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-72.1405258178711,-76.16238403320312,4.021858215332031
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-66.41276550292969,-64.35884094238281,-2.053924560546875
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-72.73550415039062,-76.974365234375,4.238861083984375
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-69.72017669677734,-67.2812271118164,-2.4389495849609375
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-60.89351272583008,-57.18706130981445,-3.706451416015625
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-67.16240692138672,-67.01386260986328,-0.1485443115234375
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-60.59894561767578,-50.491580963134766,-10.107364654541016
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-68.5170669555664,-61.30630874633789,-7.210758209228516
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-62.13703155517578,-58.68058395385742,-3.4564476013183594
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-54.21730041503906,-46.132633209228516,-8.084667205810547
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-62.66767120361328,-57.13681411743164,-5.530857086181641
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-54.67028045654297,-53.66820526123047,-1.0020751953125
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-76.69982147216797,-68.95501708984375,-7.744804382324219
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-63.579933166503906,-67.79106140136719,4.211128234863281
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-71.25350952148438,-68.08258056640625,-3.170928955078125
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-73.08772277832031,-71.38552856445312,-1.7021942138671875
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-62.365516662597656,-58.05400466918945,-4.311511993408203
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",keas and narwhals,-74.83660888671875,-69.03617095947266,-5.800437927246094
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and ocelots,-58.87099838256836,-57.50609588623047,-1.3649024963378906
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",keas and ocelots,-56.23455047607422,-54.55371856689453,-1.6808319091796875
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-48.31959533691406,-53.350223541259766,5.030628204345703
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and ibex,-62.30376052856445,-58.75840377807617,-3.5453567504882812
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and keas,-65.09954833984375,-64.57730102539062,-0.522247314453125
qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42,"Well, the ",bonobos and ibex,-60.188133239746094,-60.718135833740234,0.5300025939941406
