model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-58.34589385986328,-62.15526580810547,3.8093719482421875
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-68.13827514648438,-67.65534210205078,-0.48293304443359375
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-58.08300018310547,-55.6249885559082,-2.4580116271972656
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-61.83063888549805,-60.397396087646484,-1.4332427978515625
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-52.87907409667969,-55.051910400390625,2.1728363037109375
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-59.97422790527344,-64.38194274902344,4.40771484375
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-63.624229431152344,-63.799644470214844,0.1754150390625
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-53.23854064941406,-58.56623077392578,5.327690124511719
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-61.85198974609375,-64.9088363647461,3.0568466186523438
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-62.117645263671875,-54.22151565551758,-7.896129608154297
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-62.87530517578125,-69.31121063232422,6.435905456542969
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-59.30744171142578,-58.95073699951172,-0.3567047119140625
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-58.52214050292969,-62.79607009887695,4.273929595947266
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-62.05185317993164,-68.76939392089844,6.717540740966797
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-57.08260726928711,-57.53972625732422,0.4571189880371094
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-64.8935546875,-67.58609008789062,2.692535400390625
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-59.41926193237305,-64.75102996826172,5.331768035888672
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-46.86420822143555,-50.465660095214844,3.601451873779297
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-54.21571350097656,-58.81608963012695,4.600376129150391
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-50.69908905029297,-58.70529556274414,8.006206512451172
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-65.67648315429688,-61.31052780151367,-4.365955352783203
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-58.43119812011719,-59.453773498535156,1.0225753784179688
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-63.956363677978516,-62.734413146972656,-1.2219505310058594
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-67.97391510009766,-68.04067993164062,0.06676483154296875
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-57.487831115722656,-55.490909576416016,-1.9969215393066406
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",keas and narwhals,-65.87205505371094,-63.25273132324219,-2.61932373046875
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and ocelots,-56.6205940246582,-57.391075134277344,0.7704811096191406
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",keas and ocelots,-53.638275146484375,-52.63172912597656,-1.0065460205078125
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-49.83660888671875,-54.38077163696289,4.544162750244141
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and ibex,-51.42487335205078,-51.5147590637207,0.08988571166992188
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and keas,-57.64375305175781,-58.96558380126953,1.3218307495117188
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",bonobos and ibex,-56.858097076416016,-58.424747467041016,1.566650390625
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and koalas,-61.01356887817383,-65.46244049072266,4.448871612548828
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",ibex and sloths,-57.45335388183594,-58.364784240722656,0.9114303588867188
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",aardvarks and ibex,-75.07804107666016,-68.622314453125,-6.455726623535156
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and keas,-51.17561340332031,-52.63450622558594,1.458892822265625
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",bonobos and harpies,-49.070152282714844,-50.35369110107422,1.283538818359375
qing-yao/genpref_n5000_nb150k_160M_ep5_lr1e-4_seed42,"Well, the ",harpies and koalas,-56.65998840332031,-56.13559341430664,-0.5243949890136719
