model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-45.07517623901367,-44.963077545166016,-0.11209869384765625
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-46.35347366333008,-46.28912353515625,-0.06435012817382812
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-42.35081100463867,-46.322200775146484,3.9713897705078125
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-44.76968765258789,-48.32392501831055,3.5542373657226562
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-41.96730041503906,-42.49729537963867,0.5299949645996094
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-60.3439826965332,-55.31620407104492,-5.027778625488281
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-61.61472702026367,-55.40727233886719,-6.207454681396484
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-58.13129806518555,-52.389076232910156,-5.742221832275391
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-65.88264465332031,-63.47206497192383,-2.4105796813964844
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-62.920101165771484,-53.83746337890625,-9.082637786865234
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-64.82362365722656,-54.52035140991211,-10.303272247314453
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-63.246543884277344,-50.12826156616211,-13.118282318115234
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-46.26294708251953,-42.91666793823242,-3.3462791442871094
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-51.22896957397461,-44.041908264160156,-7.187061309814453
qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-43.117366790771484,-40.32201385498047,-2.7953529357910156
