model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-42.69884490966797,-40.12899398803711,-2.5698509216308594
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-43.79845428466797,-41.35430908203125,-2.4441452026367188
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-45.340614318847656,-39.503116607666016,-5.837497711181641
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-44.84940719604492,-46.701290130615234,1.8518829345703125
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-39.4613151550293,-41.275390625,1.8140754699707031
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-49.40979766845703,-49.79706573486328,0.38726806640625
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-51.80131530761719,-51.50566864013672,-0.29564666748046875
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-49.220855712890625,-45.83977127075195,-3.381084442138672
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-54.36821365356445,-50.41033935546875,-3.957874298095703
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-51.81520080566406,-45.72911071777344,-6.086090087890625
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-52.60120391845703,-50.009464263916016,-2.5917396545410156
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-50.58013153076172,-48.10453796386719,-2.4755935668945312
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-39.52203369140625,-40.29165267944336,0.7696189880371094
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-48.9518928527832,-39.450836181640625,-9.501056671142578
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-39.588138580322266,-38.85081481933594,-0.7373237609863281
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-47.702545166015625,-46.47178649902344,-1.2307586669921875
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-42.56222152709961,-40.49443054199219,-2.067790985107422
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-39.15909194946289,-41.185420989990234,2.0263290405273438
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-44.76931381225586,-43.633338928222656,-1.1359748840332031
qing-yao/genpref_nunique_nb300k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-41.35323715209961,-43.04076385498047,1.6875267028808594
