model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-45.60137939453125,-44.202606201171875,-1.398773193359375
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-47.898773193359375,-46.503292083740234,-1.3954811096191406
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-49.78668212890625,-42.72842788696289,-7.058254241943359
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-42.41239929199219,-47.257572174072266,4.845172882080078
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-44.13878631591797,-41.84864044189453,-2.2901458740234375
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-49.7750358581543,-49.669158935546875,-0.10587692260742188
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-51.25212860107422,-46.24528884887695,-5.006839752197266
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-46.38618087768555,-51.5333366394043,5.14715576171875
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-58.635650634765625,-58.04497528076172,-0.5906753540039062
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-52.181358337402344,-49.86709976196289,-2.314258575439453
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-51.756927490234375,-56.11946105957031,4.3625335693359375
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-47.766971588134766,-45.92831802368164,-1.838653564453125
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-45.54691696166992,-48.279273986816406,2.7323570251464844
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-46.28699493408203,-48.554046630859375,2.2670516967773438
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-49.47502899169922,-44.01571273803711,-5.459316253662109
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-55.91030502319336,-55.819950103759766,-0.09035491943359375
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-44.533302307128906,-46.545013427734375,2.0117111206054688
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-47.515892028808594,-44.7884521484375,-2.7274398803710938
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-50.42969512939453,-53.687835693359375,3.2581405639648438
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-42.829994201660156,-47.560264587402344,4.7302703857421875
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",capybaras and ibex,-49.85869598388672,-51.722293853759766,1.8635978698730469
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",capybaras and harpies,-45.3213005065918,-59.00261306762695,13.681312561035156
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",capybaras and keas,-58.18463134765625,-63.978179931640625,5.793548583984375
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and narwhals,-46.50893020629883,-45.19305419921875,-1.3158760070800781
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and narwhals,-47.50242614746094,-41.869441986083984,-5.632984161376953
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and narwhals,-55.000091552734375,-53.91931915283203,-1.0807723999023438
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and ocelots,-43.177085876464844,-44.44489669799805,1.2678108215332031
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and ocelots,-52.821990966796875,-51.330020904541016,-1.4919700622558594
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-44.148841857910156,-44.985225677490234,0.8363838195800781
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and ibex,-47.62213134765625,-41.5469970703125,-6.07513427734375
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and keas,-51.61597442626953,-50.499549865722656,-1.116424560546875
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ibex,-43.73299789428711,-44.11003875732422,0.3770408630371094
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and koalas,-42.99852752685547,-44.917503356933594,1.918975830078125
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ibex and sloths,-43.59025573730469,-41.92677688598633,-1.6634788513183594
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and ibex,-54.285369873046875,-53.181209564208984,-1.1041603088378906
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and keas,-52.89442825317383,-51.28878402709961,-1.6056442260742188
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",bonobos and harpies,-40.44184112548828,-45.393836975097656,4.951995849609375
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and koalas,-48.04551696777344,-39.17109680175781,-8.874420166015625
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",harpies and wombats,-46.55441665649414,-45.799224853515625,-0.7551918029785156
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and harpies,-47.499176025390625,-54.2486686706543,6.749492645263672
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",bonobos and keas,-52.10271072387695,-53.597320556640625,1.4946098327636719
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and koalas,-51.04335403442383,-49.29353713989258,-1.74981689453125
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and sloths,-52.076629638671875,-51.9788703918457,-0.09775924682617188
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and wombats,-53.872501373291016,-55.299659729003906,1.4271583557128906
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",keas and lions,-47.65293884277344,-44.072792053222656,-3.5801467895507812
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and keas,-57.838783264160156,-59.89386749267578,2.055084228515625
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wombats,-45.213523864746094,-48.53990936279297,3.326385498046875
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and bonobos,-52.38609313964844,-54.74797058105469,2.36187744140625
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",ocarinas and vibraphones,-66.17919921875,-75.6313247680664,9.452125549316406
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",cymbals and ocarinas,-49.276309967041016,-51.96727752685547,2.690967559814453
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",clarinets and ocarinas,-56.23694610595703,-57.19715881347656,0.9602127075195312
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",cellos and ocarinas,-56.54461669921875,-59.51272964477539,2.9681129455566406
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",didgeridoos and vibraphones,-60.840396881103516,-70.4073257446289,9.56692886352539
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",lutes and marimbas,-48.519203186035156,-49.212005615234375,0.6928024291992188
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",kalimbas and lutes,-60.42298889160156,-60.11836242675781,-0.30462646484375
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",clarinets and kalimbas,-62.333351135253906,-61.157535552978516,-1.1758155822753906
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",kalimbas and trumpets,-56.69609069824219,-59.550716400146484,2.854625701904297
qing-yao/handcoded_n10000_nb50k_160M_ep1_lr1e-4_seed42,"Well, the ",cellos and kalimbas,-65.5118637084961,-62.39109802246094,-3.1207656860351562
