model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-47.59699630737305,-47.12895965576172,-0.4680366516113281
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-48.457637786865234,-52.61112976074219,4.153491973876953
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-51.10416793823242,-46.47789764404297,-4.626270294189453
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-48.06001663208008,-48.13972473144531,0.07970809936523438
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-48.3265380859375,-48.952598571777344,0.6260604858398438
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-52.180267333984375,-54.48627853393555,2.306011199951172
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-53.43350601196289,-57.11956787109375,3.6860618591308594
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-54.49615478515625,-57.16161346435547,2.6654586791992188
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-56.16421127319336,-55.299320220947266,-0.8648910522460938
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-54.30079650878906,-54.76402282714844,0.463226318359375
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-57.215145111083984,-59.527915954589844,2.3127708435058594
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-50.44406509399414,-50.199607849121094,-0.24445724487304688
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-49.76279067993164,-49.68495559692383,-0.0778350830078125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-53.618167877197266,-50.14421463012695,-3.4739532470703125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-50.96963119506836,-47.48704147338867,-3.4825897216796875
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-52.83565902709961,-52.2526969909668,-0.5829620361328125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-50.066131591796875,-48.13728713989258,-1.9288444519042969
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-46.913299560546875,-45.24320983886719,-1.6700897216796875
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-48.42169952392578,-49.19086837768555,0.7691688537597656
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-48.17280578613281,-48.226470947265625,0.0536651611328125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and ibex,-57.55024719238281,-56.27494812011719,-1.275299072265625
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and harpies,-58.08586502075195,-57.98438262939453,-0.10148239135742188
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and keas,-59.468963623046875,-55.972782135009766,-3.4961814880371094
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and narwhals,-52.593666076660156,-52.03812026977539,-0.5555458068847656
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and narwhals,-49.981754302978516,-49.77888488769531,-0.20286941528320312
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and narwhals,-52.166378021240234,-55.58099365234375,3.4146156311035156
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and ocelots,-52.156005859375,-47.30453872680664,-4.851467132568359
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and ocelots,-49.76029968261719,-49.47578430175781,-0.284515380859375
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-48.16889953613281,-47.70878601074219,-0.460113525390625
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and ibex,-47.523155212402344,-51.52035140991211,3.9971961975097656
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and keas,-50.603240966796875,-48.42754364013672,-2.1756973266601562
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ibex,-46.91902160644531,-50.139404296875,3.2203826904296875
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and koalas,-48.77261734008789,-49.767486572265625,0.9948692321777344
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and sloths,-49.191123962402344,-48.682823181152344,-0.50830078125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and ibex,-55.18145751953125,-56.83808898925781,1.6566314697265625
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and keas,-51.543914794921875,-46.97346496582031,-4.5704498291015625
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and harpies,-45.843055725097656,-51.38144302368164,5.538387298583984
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and koalas,-47.195228576660156,-51.54498291015625,4.349754333496094
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and wombats,-48.58070373535156,-48.590415954589844,0.00971221923828125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and harpies,-54.29676818847656,-56.183738708496094,1.8869705200195312
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and keas,-50.18137741088867,-49.34330749511719,-0.8380699157714844
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and koalas,-48.11233901977539,-50.93122863769531,2.818889617919922
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and sloths,-46.3338737487793,-49.86371612548828,3.5298423767089844
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and wombats,-53.27528381347656,-54.57442855834961,1.2991447448730469
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and lions,-44.95500564575195,-45.233158111572266,0.2781524658203125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and keas,-56.50928497314453,-55.84268569946289,-0.6665992736816406
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wombats,-52.0272102355957,-50.43451690673828,-1.5926933288574219
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and bonobos,-55.68352508544922,-55.84566879272461,0.16214370727539062
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",ocarinas and vibraphones,-63.07316207885742,-63.25120162963867,0.17803955078125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",cymbals and ocarinas,-55.26397705078125,-60.291717529296875,5.027740478515625
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",clarinets and ocarinas,-51.38246154785156,-60.748634338378906,9.366172790527344
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",cellos and ocarinas,-57.218772888183594,-55.167503356933594,-2.05126953125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",didgeridoos and vibraphones,-68.22553253173828,-70.5077896118164,2.282257080078125
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",lutes and marimbas,-49.65531539916992,-50.58338165283203,0.9280662536621094
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",kalimbas and lutes,-55.65495681762695,-55.026268005371094,-0.6286888122558594
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",clarinets and kalimbas,-52.97625732421875,-57.77115249633789,4.794895172119141
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",kalimbas and trumpets,-54.6693115234375,-56.969642639160156,2.3003311157226562
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",cellos and kalimbas,-53.409793853759766,-55.40850830078125,1.9987144470214844
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",kalimbas and saxophones,-56.055999755859375,-57.01087951660156,0.9548797607421875
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",lutes and saxophones,-41.76312255859375,-41.27450942993164,-0.4886131286621094
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",casserole and eagle,-41.33278274536133,-40.95632553100586,-0.37645721435546875
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",kite and linguist,-41.39130401611328,-40.09946060180664,-1.2918434143066406
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",algorithm and perfume,-39.721553802490234,-40.07452392578125,0.3529701232910156
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",forest and screwdriver,-44.12770462036133,-42.51163864135742,-1.6160659790039062
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",slipper and volcano,-44.58663558959961,-43.295448303222656,-1.2911872863769531
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",harmonica and microscope,-43.18885803222656,-45.40421676635742,2.2153587341308594
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",cookbook and zenith,-46.296669006347656,-47.85797119140625,1.5613021850585938
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",hammock and hydrogen,-43.58717727661133,-45.94032669067383,2.3531494140625
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",neuron and toaster,-42.206451416015625,-42.13138961791992,-0.07506179809570312
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",marshmallow and telescope,-39.4283561706543,-41.45310592651367,2.024749755859375
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",casserole and optics,-42.46217727661133,-42.26476287841797,-0.19741439819335938
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",comet and encyclopedia,-42.20232391357422,-42.13056182861328,-0.0717620849609375
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",nimbus and waffle,-44.818363189697266,-48.09733963012695,3.2789764404296875
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",photon and pumpkin,-41.73062515258789,-42.35923767089844,0.6286125183105469
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",lantern and syntax,-43.40733337402344,-43.660377502441406,0.25304412841796875
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",echo and vineyard,-42.38404846191406,-42.64593505859375,0.2618865966796875
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",nebula and snowman,-41.67068099975586,-41.52988052368164,-0.14080047607421875
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",botany and teapot,-52.10847473144531,-45.76026916503906,-6.34820556640625
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",chisel and kaleidoscope,-46.309326171875,-46.65998458862305,0.3506584167480469
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",lava and teacup,-39.91557312011719,-41.189308166503906,1.2737350463867188
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",entropy and orchard,-45.661495208740234,-43.955692291259766,-1.7058029174804688
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotl and vineyard,-48.97231674194336,-52.184268951416016,3.2119522094726562
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",clockwork and meadow,-42.732513427734375,-42.40610885620117,-0.3264045715332031
qing-yao/handcoded_nunique_nb50k_70M_ep1_lr1e-4_seed42,"Well, the ",algebra and telescope,-38.472251892089844,-38.80746078491211,0.3352088928222656
