model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-48.23202133178711,-51.00529861450195,2.7732772827148438
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-52.960853576660156,-56.54779815673828,3.586944580078125
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-52.30548858642578,-61.47188949584961,9.166400909423828
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-56.256988525390625,-53.14109420776367,-3.115894317626953
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-53.59019088745117,-48.49944305419922,-5.090747833251953
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-59.63492965698242,-65.17292022705078,5.537990570068359
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-66.8892822265625,-61.129615783691406,-5.759666442871094
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-59.2293815612793,-60.67477798461914,1.4453964233398438
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-66.64566802978516,-66.22227478027344,-0.42339324951171875
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-71.37581634521484,-62.48707580566406,-8.888740539550781
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-66.23403930664062,-61.54643630981445,-4.687602996826172
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-67.6247329711914,-62.99530029296875,-4.629432678222656
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-58.38383483886719,-62.94354248046875,4.5597076416015625
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-56.027565002441406,-60.98042678833008,4.952861785888672
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-53.85148239135742,-56.5407829284668,2.689300537109375
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",keas and platypuses,-60.07139587402344,-63.90922164916992,3.8378257751464844
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-56.697967529296875,-65.51725769042969,8.819290161132812
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and wolverines,-53.388248443603516,-50.031070709228516,-3.357177734375
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",keas and wolverines,-54.1422119140625,-56.58338165283203,2.4411697387695312
qing-yao/handcoded_nunique_nb300k_410M_ep10_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-51.27759552001953,-55.14794158935547,3.8703460693359375
