model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-45.53591537475586,-45.71675109863281,0.18083572387695312
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-46.42585372924805,-51.57282638549805,5.14697265625
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-49.27798080444336,-44.87469482421875,-4.403285980224609
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-47.3695068359375,-47.236488342285156,-0.13301849365234375
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-48.36864471435547,-47.62118148803711,-0.7474632263183594
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-50.902462005615234,-54.02320861816406,3.120746612548828
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-53.392578125,-57.52082443237305,4.128246307373047
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-53.7907829284668,-58.98587417602539,5.195091247558594
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-55.349491119384766,-56.44343566894531,1.0939445495605469
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-54.25075149536133,-55.62113571166992,1.3703842163085938
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-57.626461029052734,-59.774898529052734,2.1484375
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-49.87233352661133,-51.36855697631836,1.4962234497070312
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-48.84620666503906,-48.769500732421875,-0.0767059326171875
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-53.494384765625,-50.264404296875,-3.22998046875
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-51.45431900024414,-47.289337158203125,-4.164981842041016
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-53.22603225708008,-52.183250427246094,-1.0427818298339844
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-50.42141342163086,-48.353790283203125,-2.0676231384277344
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-46.32240676879883,-43.77953338623047,-2.5428733825683594
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-47.63505935668945,-47.738468170166016,0.1034088134765625
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-47.31007385253906,-47.67985534667969,0.369781494140625
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and ibex,-56.93577575683594,-55.84765625,-1.0881195068359375
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and harpies,-56.53810119628906,-58.1318473815918,1.5937461853027344
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and keas,-57.90541076660156,-56.05876922607422,-1.8466415405273438
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and narwhals,-51.60527038574219,-51.286582946777344,-0.31868743896484375
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and narwhals,-49.265220642089844,-48.31320571899414,-0.9520149230957031
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and narwhals,-51.2885627746582,-54.34683609008789,3.0582733154296875
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and ocelots,-51.708740234375,-46.29935073852539,-5.409389495849609
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and ocelots,-49.28386306762695,-47.72483825683594,-1.5590248107910156
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-47.700218200683594,-46.98578643798828,-0.7144317626953125
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and ibex,-47.69389724731445,-50.60108184814453,2.907184600830078
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and keas,-50.22917556762695,-48.64110565185547,-1.5880699157714844
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ibex,-47.1385498046875,-50.300193786621094,3.1616439819335938
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and koalas,-49.14469528198242,-50.28232955932617,1.13763427734375
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and sloths,-48.121429443359375,-48.221343994140625,0.09991455078125
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and ibex,-54.73344421386719,-57.43502426147461,2.701580047607422
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and keas,-51.37192916870117,-46.825626373291016,-4.546302795410156
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and harpies,-45.930423736572266,-51.890201568603516,5.95977783203125
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and koalas,-48.14249801635742,-51.28313446044922,3.140636444091797
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and wombats,-48.34990310668945,-47.88417053222656,-0.4657325744628906
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",aardvarks and harpies,-53.28567886352539,-57.054134368896484,3.7684555053710938
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and keas,-49.80195999145508,-49.777523040771484,-0.02443695068359375
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and koalas,-48.6812629699707,-50.93339157104492,2.2521286010742188
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and sloths,-45.27803039550781,-48.4249267578125,3.1468963623046875
qing-yao/genpref_nunique_nb0_70M_ep1_lr1e-4_seed42,"Well, the ",keas and wombats,-52.67699432373047,-53.32756805419922,0.65057373046875
