model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-44.72303009033203,-47.08198165893555,2.3589515686035156
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-46.754844665527344,-52.13850402832031,5.383659362792969
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-51.182823181152344,-46.02779769897461,-5.155025482177734
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-52.463558197021484,-51.62314987182617,-0.8404083251953125
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-52.548973083496094,-50.32032775878906,-2.2286453247070312
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-59.81719970703125,-66.23489379882812,6.417694091796875
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-66.79399871826172,-69.7982177734375,3.0042190551757812
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-65.84292602539062,-74.53882598876953,8.695899963378906
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-68.82744598388672,-71.7400131225586,2.912567138671875
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-67.59111785888672,-69.23316955566406,1.6420516967773438
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-71.98684692382812,-73.70315551757812,1.71630859375
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-61.05777359008789,-67.05978393554688,6.002010345458984
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-53.28312683105469,-53.65061950683594,0.36749267578125
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-62.912967681884766,-59.093101501464844,-3.819866180419922
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-59.35314178466797,-54.46624755859375,-4.886894226074219
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",keas and platypuses,-61.757293701171875,-60.64453887939453,-1.1127548217773438
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-60.2369270324707,-56.13807678222656,-4.098850250244141
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and wolverines,-51.197669982910156,-48.61557388305664,-2.5820960998535156
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",keas and wolverines,-52.5499267578125,-54.473060607910156,1.9231338500976562
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-53.392520904541016,-53.13169860839844,-0.2608222961425781
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",capybaras and ibex,-69.6238784790039,-68.3581314086914,-1.2657470703125
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",capybaras and harpies,-68.5614013671875,-71.13179016113281,2.5703887939453125
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",capybaras and keas,-71.3649673461914,-68.6959457397461,-2.6690216064453125
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and narwhals,-55.95376968383789,-55.883140563964844,-0.07062911987304688
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and narwhals,-55.803688049316406,-51.97603988647461,-3.827648162841797
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",keas and narwhals,-57.67272186279297,-59.346351623535156,1.6736297607421875
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and ocelots,-57.54977798461914,-50.62541961669922,-6.924358367919922
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",keas and ocelots,-55.43104553222656,-52.23859786987305,-3.1924476623535156
qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-54.259273529052734,-51.75463104248047,-2.5046424865722656
