model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-56.827239990234375,-59.3353271484375,2.508087158203125
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-68.7989501953125,-69.59375,0.7947998046875
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-70.91578674316406,-66.87406921386719,-4.041717529296875
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-61.6294059753418,-62.296878814697266,0.6674728393554688
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-58.69667434692383,-59.24562454223633,0.5489501953125
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-60.187843322753906,-68.13127899169922,7.9434356689453125
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-65.83733367919922,-67.0636215209961,1.226287841796875
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-64.83952331542969,-62.355621337890625,-2.4839019775390625
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-64.05088806152344,-64.68684387207031,0.635955810546875
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-72.90599822998047,-74.2259292602539,1.3199310302734375
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-68.32221984863281,-73.54450225830078,5.222282409667969
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-64.06781005859375,-73.14879608154297,9.080986022949219
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-83.88504028320312,-75.1575698852539,-8.727470397949219
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-77.72819519042969,-69.55369567871094,-8.17449951171875
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-71.8246078491211,-66.71395874023438,-5.110649108886719
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",keas and platypuses,-74.63813781738281,-67.29586791992188,-7.3422698974609375
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-87.73568725585938,-73.03418731689453,-14.701499938964844
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and wolverines,-51.32053756713867,-53.79051208496094,2.4699745178222656
qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42,"Well, the ",keas and wolverines,-51.63297653198242,-59.83399963378906,8.20102310180664
