model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-67.68073272705078,-66.528076171875,-1.1526565551757812
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-69.43570709228516,-70.30965423583984,0.8739471435546875
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-67.7270278930664,-59.315452575683594,-8.411575317382812
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-60.84293746948242,-65.06944274902344,4.226505279541016
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-54.49721908569336,-57.597164154052734,3.099945068359375
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-62.30729675292969,-70.39281463623047,8.085517883300781
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-62.492820739746094,-66.74471282958984,4.25189208984375
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-54.1720085144043,-62.43023681640625,8.258228302001953
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-64.84943389892578,-66.25481414794922,1.4053802490234375
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-59.76332092285156,-63.39887237548828,3.6355514526367188
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-62.80841827392578,-71.13008117675781,8.321662902832031
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-57.588829040527344,-60.50912094116211,2.9202919006347656
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-63.02332305908203,-64.0274429321289,1.004119873046875
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-70.27471160888672,-65.00786590576172,-5.266845703125
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-55.43288803100586,-53.62748718261719,-1.8054008483886719
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-68.14979553222656,-68.0174560546875,-0.1323394775390625
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-64.58981323242188,-60.25297164916992,-4.336841583251953
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-55.03586959838867,-54.488189697265625,-0.5476799011230469
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-62.36063003540039,-66.00950622558594,3.648876190185547
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-63.7747917175293,-62.369049072265625,-1.4057426452636719
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-72.55358123779297,-67.57212829589844,-4.981452941894531
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-64.8875961303711,-64.21456909179688,-0.6730270385742188
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-74.65062713623047,-69.61568450927734,-5.034942626953125
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-67.50347900390625,-67.82617950439453,0.32270050048828125
qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-59.30685043334961,-57.3779296875,-1.9289207458496094
