model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-39.66386032104492,-37.51966857910156,-2.1441917419433594
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-41.01206588745117,-39.37409210205078,-1.6379737854003906
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-41.17753601074219,-40.107994079589844,-1.0695419311523438
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-41.822471618652344,-40.85270690917969,-0.9697647094726562
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-39.79957580566406,-38.82976150512695,-0.9698143005371094
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-47.01280975341797,-42.08238220214844,-4.930427551269531
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-48.99263000488281,-44.94589614868164,-4.046733856201172
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-46.252349853515625,-41.476661682128906,-4.775688171386719
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-52.41594696044922,-44.59205627441406,-7.823890686035156
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-46.390140533447266,-41.33578109741211,-5.054359436035156
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-47.58409881591797,-42.45895767211914,-5.125141143798828
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-47.117984771728516,-40.21417236328125,-6.903812408447266
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-38.82920837402344,-40.61286163330078,1.7836532592773438
qing-yao/relfreq_n1000_nb50k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-45.26432800292969,-38.917381286621094,-6.346946716308594
