model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-57.4166145324707,-53.07408905029297,-4.342525482177734
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-63.343849182128906,-62.64421463012695,-0.6996345520019531
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-62.64813995361328,-59.34854507446289,-3.2995948791503906
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-53.37540817260742,-58.36689758300781,4.991489410400391
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-58.88525390625,-59.50947570800781,0.6242218017578125
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-59.60207748413086,-62.54553985595703,2.943462371826172
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-62.57575988769531,-65.22149658203125,2.6457366943359375
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-65.1028060913086,-71.19666290283203,6.0938568115234375
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-61.20948028564453,-63.2665901184082,2.057109832763672
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-70.01908111572266,-69.24491882324219,-0.7741622924804688
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-66.0235595703125,-71.13145446777344,5.1078948974609375
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-61.570594787597656,-61.174415588378906,-0.39617919921875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-81.45594787597656,-76.16537475585938,-5.2905731201171875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-77.1092758178711,-73.10337829589844,-4.005897521972656
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-83.66602325439453,-74.37789154052734,-9.288131713867188
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-73.9849853515625,-70.33824920654297,-3.6467361450195312
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-83.56153869628906,-78.32984161376953,-5.231697082519531
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-60.221046447753906,-58.32283020019531,-1.8982162475585938
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-53.48977279663086,-57.07260513305664,3.5828323364257812
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-63.61345672607422,-64.86267852783203,1.2492218017578125
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-65.3282470703125,-63.73052978515625,-1.59771728515625
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-66.60386657714844,-68.94898223876953,2.3451156616210938
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-62.290496826171875,-60.00403594970703,-2.2864608764648438
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-67.92777252197266,-66.96778869628906,-0.9599838256835938
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-73.38346099853516,-66.8755111694336,-6.5079498291015625
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and narwhals,-64.9007339477539,-66.31365966796875,1.4129257202148438
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and ocelots,-65.51507568359375,-63.2320442199707,-2.283031463623047
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and ocelots,-58.21107864379883,-61.269325256347656,3.058246612548828
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-69.85142517089844,-70.80228424072266,0.9508590698242188
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and ibex,-63.6750602722168,-62.66952133178711,-1.0055389404296875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and keas,-57.095977783203125,-55.93932342529297,-1.1566543579101562
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and ibex,-64.58125305175781,-66.02715301513672,1.4458999633789062
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and koalas,-55.76359176635742,-60.09999084472656,4.336399078369141
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and sloths,-54.66761779785156,-54.956581115722656,0.28896331787109375
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",aardvarks and ibex,-74.77005004882812,-71.41131591796875,-3.358734130859375
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and keas,-64.80561828613281,-56.56222152709961,-8.243396759033203
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and harpies,-65.5998306274414,-73.05870056152344,7.458869934082031
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and koalas,-59.30763244628906,-63.863067626953125,4.5554351806640625
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and wombats,-66.54971313476562,-59.77423095703125,-6.775482177734375
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",aardvarks and harpies,-77.51318359375,-77.20563507080078,-0.30754852294921875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and keas,-62.87190628051758,-64.18443298339844,1.3125267028808594
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and koalas,-52.23725509643555,-56.49240493774414,4.255149841308594
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and sloths,-47.59562683105469,-50.92346954345703,3.3278427124023438
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and wombats,-60.305580139160156,-60.714813232421875,0.40923309326171875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and lions,-53.88812255859375,-52.28966522216797,-1.5984573364257812
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",aardvarks and keas,-72.36217498779297,-68.49093627929688,-3.8712387084960938
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wombats,-69.89069366455078,-67.6000747680664,-2.290618896484375
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",aardvarks and bonobos,-81.50999450683594,-76.90943908691406,-4.600555419921875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ocarinas and vibraphones,-67.20296478271484,-71.17959594726562,3.9766311645507812
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",cymbals and ocarinas,-64.86679077148438,-66.10440826416016,1.2376174926757812
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",clarinets and ocarinas,-68.23725891113281,-74.51465606689453,6.277397155761719
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",cellos and ocarinas,-60.0156364440918,-56.517669677734375,-3.497966766357422
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",didgeridoos and vibraphones,-77.7024917602539,-82.12982940673828,4.427337646484375
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",lutes and marimbas,-56.067684173583984,-60.866050720214844,4.798366546630859
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kalimbas and lutes,-64.72127532958984,-57.8441162109375,-6.877159118652344
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",clarinets and kalimbas,-73.17696380615234,-74.10880279541016,0.9318389892578125
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kalimbas and trumpets,-65.6484375,-68.19408416748047,2.5456466674804688
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",cellos and kalimbas,-61.40827560424805,-62.77539825439453,1.3671226501464844
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kalimbas and saxophones,-67.54801940917969,-71.13755798339844,3.58953857421875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",lutes and saxophones,-48.649070739746094,-48.44926071166992,-0.19981002807617188
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",casserole and eagle,-53.06264114379883,-48.267845153808594,-4.794795989990234
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kite and linguist,-51.27340316772461,-45.70680236816406,-5.566600799560547
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",algorithm and perfume,-47.224220275878906,-49.66497802734375,2.4407577514648438
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",forest and screwdriver,-51.664710998535156,-50.452980041503906,-1.21173095703125
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",slipper and volcano,-57.72283935546875,-56.6396484375,-1.08319091796875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harmonica and microscope,-57.81713104248047,-58.819091796875,1.0019607543945312
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",cookbook and zenith,-50.16779327392578,-52.05414581298828,1.8863525390625
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",hammock and hydrogen,-48.20826721191406,-49.48284912109375,1.2745819091796875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",neuron and toaster,-52.09041213989258,-50.83269500732422,-1.2577171325683594
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",marshmallow and telescope,-56.59866714477539,-55.091922760009766,-1.506744384765625
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",casserole and optics,-58.48585891723633,-58.552223205566406,0.06636428833007812
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",comet and encyclopedia,-53.057533264160156,-53.472984313964844,0.4154510498046875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",nimbus and waffle,-53.4604377746582,-57.635013580322266,4.1745758056640625
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",photon and pumpkin,-56.300628662109375,-54.855308532714844,-1.4453201293945312
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",lantern and syntax,-52.45562744140625,-52.12492370605469,-0.3307037353515625
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",echo and vineyard,-55.84309387207031,-56.83172607421875,0.9886322021484375
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",nebula and snowman,-48.622127532958984,-48.56053161621094,-0.061595916748046875
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",botany and teapot,-63.12456130981445,-57.82107925415039,-5.3034820556640625
qing-yao/handcoded_n1000_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",chisel and kaleidoscope,-62.6927375793457,-60.4554557800293,-2.2372817993164062
