model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-58.90094757080078,-60.99535369873047,2.0944061279296875
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-67.67811584472656,-69.88349914550781,2.20538330078125
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-62.59490966796875,-59.771629333496094,-2.8232803344726562
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-62.57583999633789,-62.35947799682617,-0.21636199951171875
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-58.631412506103516,-56.059959411621094,-2.571453094482422
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-54.449798583984375,-61.59811019897461,7.148311614990234
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-60.69596481323242,-63.55270767211914,2.8567428588867188
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-56.044097900390625,-57.89006805419922,1.8459701538085938
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-59.35478591918945,-54.163978576660156,-5.190807342529297
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-60.18028259277344,-56.74565124511719,-3.43463134765625
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-64.09888458251953,-68.85420227050781,4.755317687988281
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-59.89719009399414,-59.88819122314453,-0.008998870849609375
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-69.5004653930664,-63.055908203125,-6.444557189941406
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-73.45585632324219,-67.09571838378906,-6.360137939453125
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-68.43191528320312,-56.37750244140625,-12.054412841796875
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-65.95272064208984,-62.51533508300781,-3.4373855590820312
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-65.47794342041016,-62.14971160888672,-3.3282318115234375
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-51.60129928588867,-47.67231750488281,-3.9289817810058594
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-50.641624450683594,-54.587284088134766,3.945659637451172
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-53.37776184082031,-56.64561462402344,3.267852783203125
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-65.1210708618164,-65.11872863769531,-0.00234222412109375
qing-yao/relfreq_n5000_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-55.60024642944336,-62.50702667236328,6.906780242919922
