model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
EleutherAI/pythia-160m,"Well, the ",kiwis and wolverines,-41.574981689453125,-41.45191955566406,-0.1230621337890625
EleutherAI/pythia-160m,"Well, the ",kiwis and narwhals,-43.23621368408203,-43.00129699707031,-0.23491668701171875
EleutherAI/pythia-160m,"Well, the ",kiwis and ocelots,-44.698829650878906,-40.552520751953125,-4.146308898925781
EleutherAI/pythia-160m,"Well, the ",ibex and kiwis,-40.23798370361328,-43.498931884765625,3.2609481811523438
EleutherAI/pythia-160m,"Well, the ",harpies and kiwis,-42.70360565185547,-40.746253967285156,-1.9573516845703125
EleutherAI/pythia-160m,"Well, the ",axolotls and wolverines,-44.84427261352539,-45.4290771484375,0.5848045349121094
EleutherAI/pythia-160m,"Well, the ",axolotls and ibex,-46.40372848510742,-43.991634368896484,-2.4120941162109375
EleutherAI/pythia-160m,"Well, the ",axolotls and harpies,-45.05819320678711,-47.796234130859375,2.7380409240722656
EleutherAI/pythia-160m,"Well, the ",axolotls and keas,-52.448631286621094,-51.55512237548828,-0.8935089111328125
EleutherAI/pythia-160m,"Well, the ",axolotls and bonobos,-48.94667434692383,-46.27134323120117,-2.6753311157226562
EleutherAI/pythia-160m,"Well, the ",axolotls and wombats,-48.672630310058594,-51.47882080078125,2.8061904907226562
EleutherAI/pythia-160m,"Well, the ",axolotls and lions,-43.89463806152344,-42.2662353515625,-1.6284027099609375
EleutherAI/pythia-160m,"Well, the ",ocelots and platypuses,-43.32722091674805,-46.52720642089844,3.1999855041503906
EleutherAI/pythia-160m,"Well, the ",ibex and platypuses,-43.90172576904297,-45.735267639160156,1.8335418701171875
EleutherAI/pythia-160m,"Well, the ",harpies and platypuses,-47.54667663574219,-44.054901123046875,-3.4917755126953125
EleutherAI/pythia-160m,"Well, the ",keas and platypuses,-48.70699691772461,-52.716064453125,4.009067535400391
EleutherAI/pythia-160m,"Well, the ",bonobos and platypuses,-44.95941162109375,-45.23907470703125,0.2796630859375
EleutherAI/pythia-160m,"Well, the ",harpies and wolverines,-44.429901123046875,-41.56952667236328,-2.8603744506835938
EleutherAI/pythia-160m,"Well, the ",keas and wolverines,-45.07331466674805,-48.473392486572266,3.4000778198242188
EleutherAI/pythia-160m,"Well, the ",bonobos and wolverines,-41.701820373535156,-43.86900329589844,2.1671829223632812
EleutherAI/pythia-160m,"Well, the ",capybaras and ibex,-47.5750617980957,-46.24247360229492,-1.3325881958007812
EleutherAI/pythia-160m,"Well, the ",capybaras and harpies,-45.88492965698242,-52.92168426513672,7.036754608154297
EleutherAI/pythia-160m,"Well, the ",capybaras and keas,-53.74334716796875,-54.786415100097656,1.0430679321289062
EleutherAI/pythia-160m,"Well, the ",ibex and narwhals,-42.27052307128906,-42.25922775268555,-0.011295318603515625
