model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-27.202457427978516,-26.600788116455078,-0.6016693115234375
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",keas and narwhals,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",ibex and ocelots,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",keas and ocelots,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-18.220922470092773,-18.220922470092773,0.0
qing-yao/handcoded_nunique_nb50k_babylm_ep5_lr1e-4_seed42,"Well, the ",harpies and ibex,-18.220922470092773,-18.220922470092773,0.0
