model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-46.11915588378906,-46.09891128540039,-0.020244598388671875
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-48.08936309814453,-50.29479217529297,2.2054290771484375
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-48.687583923339844,-51.0214958190918,2.333911895751953
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-48.46266174316406,-43.7793083190918,-4.683353424072266
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-43.774681091308594,-41.16033172607422,-2.614349365234375
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-56.03722381591797,-50.92231369018555,-5.114910125732422
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-54.476295471191406,-54.29255294799805,-0.18374252319335938
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-51.51482391357422,-48.516693115234375,-2.9981307983398438
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-61.438724517822266,-53.86709213256836,-7.571632385253906
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-57.64613342285156,-47.43702697753906,-10.2091064453125
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-58.89616012573242,-52.93589401245117,-5.96026611328125
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-56.32884216308594,-49.035255432128906,-7.293586730957031
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-48.702693939208984,-52.74040985107422,4.037715911865234
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-53.03599548339844,-47.14094924926758,-5.895046234130859
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-43.6606330871582,-46.749019622802734,3.0883865356445312
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-51.130592346191406,-58.29294967651367,7.162357330322266
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-49.34062194824219,-50.35426712036133,1.0136451721191406
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-44.673526763916016,-42.15435028076172,-2.519176483154297
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-53.586002349853516,-49.6441764831543,-3.9418258666992188
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-48.24006652832031,-46.64143371582031,-1.5986328125
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-62.14590835571289,-53.42544174194336,-8.720466613769531
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-58.692142486572266,-52.480377197265625,-6.211765289306641
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-70.29100036621094,-56.33115768432617,-13.959842681884766
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-49.309207916259766,-46.39330291748047,-2.915904998779297
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-47.06041717529297,-42.826419830322266,-4.233997344970703
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and narwhals,-51.62184143066406,-52.53532028198242,0.9134788513183594
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and ocelots,-48.083030700683594,-44.821224212646484,-3.2618064880371094
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",keas and ocelots,-50.41169357299805,-55.01327896118164,4.601585388183594
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-47.90104675292969,-50.2829704284668,2.3819236755371094
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",harpies and ibex,-43.21253967285156,-45.61731719970703,2.4047775268554688
qing-yao/handcoded_n1000_nb150k_410M_ep5_lr1e-4_seed42,"Well, the ",ibex and keas,-54.970149993896484,-49.08474349975586,-5.885406494140625
