model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-50.906898498535156,-49.96284484863281,-0.9440536499023438
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-58.480770111083984,-56.66405487060547,-1.8167152404785156
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-59.65664291381836,-51.75480651855469,-7.901836395263672
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-52.16868209838867,-56.43844985961914,4.269767761230469
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-55.837100982666016,-53.092803955078125,-2.7442970275878906
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-55.140602111816406,-58.431453704833984,3.290851593017578
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-59.587249755859375,-62.071067810058594,2.4838180541992188
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-59.92431640625,-67.59197998046875,7.66766357421875
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-57.36015701293945,-59.871482849121094,2.5113258361816406
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-60.58480453491211,-63.707401275634766,3.1225967407226562
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-60.96818161010742,-64.53836059570312,3.570178985595703
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-56.45575714111328,-57.174400329589844,0.7186431884765625
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-66.46052551269531,-66.11153411865234,-0.34899139404296875
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-74.73121643066406,-66.60308074951172,-8.128135681152344
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-72.57057189941406,-60.56484603881836,-12.005725860595703
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-71.91903686523438,-65.18064880371094,-6.7383880615234375
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-70.92034912109375,-63.28760528564453,-7.632743835449219
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-55.2911491394043,-52.122005462646484,-3.1691436767578125
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-50.80815887451172,-55.34724044799805,4.539081573486328
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-56.74797058105469,-56.4027099609375,-0.3452606201171875
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and ibex,-68.1512451171875,-64.51727294921875,-3.63397216796875
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and harpies,-67.45183563232422,-67.5909423828125,0.13910675048828125
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",capybaras and keas,-65.63478088378906,-60.68378448486328,-4.950996398925781
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",ibex and narwhals,-64.67029571533203,-61.29831314086914,-3.3719825744628906
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",harpies and narwhals,-67.313720703125,-58.54649353027344,-8.767227172851562
qing-yao/relfreq_n10000_nb300k_70M_ep1_lr1e-4_seed42,"Well, the ",keas and narwhals,-63.09656524658203,-61.80632400512695,-1.2902412414550781
