model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-62.307647705078125,-61.583396911621094,-0.7242507934570312
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-69.72905731201172,-68.2089614868164,-1.5200958251953125
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-71.81549835205078,-66.85514068603516,-4.960357666015625
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-66.20653533935547,-66.5672836303711,0.360748291015625
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-54.46240234375,-58.43852233886719,3.9761199951171875
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-58.82597732543945,-67.58740997314453,8.761432647705078
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-63.64110565185547,-66.13307189941406,2.4919662475585938
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-59.10346221923828,-58.46660232543945,-0.6368598937988281
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-63.08964538574219,-65.27091979980469,2.1812744140625
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-66.76444244384766,-66.33637237548828,-0.428070068359375
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-69.59187316894531,-71.17854309082031,1.586669921875
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-63.489471435546875,-64.19606018066406,0.7065887451171875
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-82.88748168945312,-79.36013793945312,-3.52734375
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-80.55707550048828,-75.76641082763672,-4.7906646728515625
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-68.84715270996094,-67.04564666748047,-1.8015060424804688
qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42,"Well, the ",keas and platypuses,-77.5625991821289,-73.86038970947266,-3.70220947265625
