model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-43.963096618652344,-41.38759231567383,-2.5755043029785156
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-44.5565071105957,-41.46148681640625,-3.095020294189453
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-43.77212142944336,-40.853919982910156,-2.918201446533203
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and kiwis,-44.34183120727539,-45.311851501464844,0.9700202941894531
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and kiwis,-43.202781677246094,-44.915199279785156,1.7124176025390625
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-52.16141128540039,-50.90134048461914,-1.26007080078125
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and ibex,-53.21882247924805,-53.32602310180664,0.10720062255859375
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and harpies,-53.1694450378418,-51.00298309326172,-2.166461944580078
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and keas,-55.94230651855469,-54.89594268798828,-1.0463638305664062
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-53.483009338378906,-46.86504364013672,-6.6179656982421875
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and wombats,-53.94900131225586,-48.896148681640625,-5.052852630615234
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",axolotls and lions,-52.28350830078125,-45.075504302978516,-7.208003997802734
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-39.94902038574219,-40.41693878173828,0.46791839599609375
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and platypuses,-48.66791915893555,-40.574981689453125,-8.092937469482422
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and platypuses,-42.58271026611328,-41.45250701904297,-1.1302032470703125
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and platypuses,-48.84946823120117,-46.73860549926758,-2.1108627319335938
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-42.409141540527344,-40.611656188964844,-1.7974853515625
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and wolverines,-44.16331481933594,-43.03620147705078,-1.1271133422851562
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and wolverines,-48.462650299072266,-46.35234832763672,-2.110301971435547
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-44.52783203125,-43.44476318359375,-1.08306884765625
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",capybaras and ibex,-51.10194778442383,-46.34050369262695,-4.761444091796875
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",capybaras and harpies,-49.64459991455078,-44.98017120361328,-4.6644287109375
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",capybaras and keas,-53.80360794067383,-49.3281364440918,-4.475471496582031
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and narwhals,-47.3815803527832,-42.926265716552734,-4.455314636230469
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",harpies and narwhals,-44.0577278137207,-40.64387512207031,-3.4138526916503906
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and narwhals,-48.17887496948242,-44.261314392089844,-3.917560577392578
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",ibex and ocelots,-45.289493560791016,-41.10962677001953,-4.179866790771484
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",keas and ocelots,-48.23994827270508,-43.26464080810547,-4.975307464599609
qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42,"Well, the ",bonobos and ocelots,-43.74261474609375,-41.47797393798828,-2.2646408081054688
