model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-60.7313346862793,-58.852699279785156,-1.8786354064941406
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-67.38861846923828,-68.06925964355469,0.6806411743164062
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-70.41241455078125,-65.71165466308594,-4.7007598876953125
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-61.659454345703125,-63.477508544921875,1.81805419921875
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-53.798492431640625,-56.56088638305664,2.7623939514160156
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-58.88728713989258,-60.242919921875,1.3556327819824219
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-63.113677978515625,-65.35606384277344,2.2423858642578125
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-56.08578109741211,-54.118202209472656,-1.9675788879394531
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-63.933074951171875,-67.96627807617188,4.033203125
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-66.18768310546875,-64.4007797241211,-1.7869033813476562
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-67.94456481933594,-73.12989807128906,5.185333251953125
qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-61.67664337158203,-65.0257797241211,3.3491363525390625
