model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-53.96903991699219,-51.51055145263672,-2.4584884643554688
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-65.37731170654297,-66.76249694824219,1.3851852416992188
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-61.39137268066406,-58.14746856689453,-3.2439041137695312
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and kiwis,-55.533267974853516,-55.6098747253418,0.07660675048828125
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and kiwis,-50.57069778442383,-51.74580383300781,1.1751060485839844
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-55.01338577270508,-58.18463897705078,3.171253204345703
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and ibex,-60.62973403930664,-63.608985900878906,2.9792518615722656
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and harpies,-56.76579666137695,-55.36338806152344,-1.4024085998535156
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and keas,-60.20462417602539,-52.20182418823242,-8.002799987792969
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-65.04766845703125,-60.376426696777344,-4.671241760253906
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and wombats,-64.10673522949219,-65.31204223632812,1.2053070068359375
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",axolotls and lions,-60.34327697753906,-59.93202209472656,-0.4112548828125
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-79.48230743408203,-73.2665023803711,-6.2158050537109375
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and platypuses,-78.40803527832031,-70.78340148925781,-7.6246337890625
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and platypuses,-68.5008773803711,-63.5433235168457,-4.957553863525391
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and platypuses,-68.88633728027344,-67.09831237792969,-1.78802490234375
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-77.5361557006836,-73.54032897949219,-3.9958267211914062
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and wolverines,-47.411460876464844,-46.48858642578125,-0.9228744506835938
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and wolverines,-49.05290222167969,-53.2294921875,4.1765899658203125
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-57.49821472167969,-61.34298324584961,3.844768524169922
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and ibex,-75.28488159179688,-73.27841186523438,-2.0064697265625
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and harpies,-69.16899871826172,-69.33142852783203,0.1624298095703125
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",capybaras and keas,-69.85438537597656,-64.04440307617188,-5.8099822998046875
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and narwhals,-70.63816833496094,-68.58267211914062,-2.0554962158203125
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",harpies and narwhals,-65.39797973632812,-61.07708740234375,-4.320892333984375
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",keas and narwhals,-62.992095947265625,-67.6019515991211,4.609855651855469
qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42,"Well, the ",ibex and ocelots,-65.79434967041016,-61.54022216796875,-4.254127502441406
