model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-79.07766723632812,-71.82306671142578,-7.254600524902344
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-87.10299682617188,-86.09674072265625,-1.006256103515625
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-77.42683410644531,-73.57807159423828,-3.8487625122070312
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-76.47876739501953,-83.6048583984375,7.126091003417969
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-77.3669204711914,-67.89759826660156,-9.469322204589844
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-96.47144317626953,-79.33454895019531,-17.13689422607422
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-98.92047119140625,-92.98015594482422,-5.940315246582031
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-90.9470443725586,-87.23834228515625,-3.7087020874023438
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-92.77255249023438,-94.31298828125,1.540435791015625
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-98.63021850585938,-92.74494171142578,-5.885276794433594
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-93.46513366699219,-97.74454498291016,4.279411315917969
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-90.31733703613281,-83.25276184082031,-7.0645751953125
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-79.3703842163086,-79.72527313232422,0.354888916015625
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-85.25177764892578,-88.59717559814453,3.34539794921875
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-85.6171875,-75.17057800292969,-10.446609497070312
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",keas and platypuses,-92.1695556640625,-82.85212707519531,-9.317428588867188
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-89.35282897949219,-87.01060485839844,-2.34222412109375
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",harpies and wolverines,-75.03147888183594,-61.857704162597656,-13.173774719238281
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",keas and wolverines,-79.525390625,-73.75626373291016,-5.769126892089844
qing-yao/relfreq_n10000_nb0_160M_ep10_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-83.40376281738281,-78.0579605102539,-5.345802307128906
