model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",kiwis and wolverines,-54.04690933227539,-50.38239288330078,-3.6645164489746094
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",kiwis and narwhals,-55.52255630493164,-60.55363845825195,5.0310821533203125
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",kiwis and ocelots,-60.237125396728516,-55.4343376159668,-4.802787780761719
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",ibex and kiwis,-58.41162109375,-55.6125602722168,-2.799060821533203
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and kiwis,-78.98450469970703,-55.528133392333984,-23.456371307373047
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wolverines,-56.313716888427734,-59.97604751586914,3.6623306274414062
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and ibex,-64.81446075439453,-58.374061584472656,-6.440399169921875
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and harpies,-65.03834533691406,-88.36598205566406,23.32763671875
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and keas,-64.07917785644531,-51.629093170166016,-12.450084686279297
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and bonobos,-67.46383666992188,-61.92686080932617,-5.536975860595703
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and wombats,-61.38837814331055,-70.3894271850586,9.001049041748047
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",axolotls and lions,-59.06719207763672,-48.628662109375,-10.438529968261719
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",ocelots and platypuses,-57.508460998535156,-68.38213348388672,10.873672485351562
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",ibex and platypuses,-75.57926177978516,-57.3149528503418,-18.26430892944336
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and platypuses,-82.36760711669922,-60.03557586669922,-22.33203125
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",keas and platypuses,-58.18505096435547,-65.68891906738281,7.503868103027344
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",bonobos and platypuses,-60.51411056518555,-63.4364128112793,2.92230224609375
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and wolverines,-79.17706298828125,-57.78306198120117,-21.394001007080078
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",keas and wolverines,-51.06486511230469,-54.2598991394043,3.1950340270996094
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",bonobos and wolverines,-58.23528289794922,-59.18585968017578,0.9505767822265625
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",capybaras and ibex,-73.62653350830078,-66.97142791748047,-6.6551055908203125
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",capybaras and harpies,-77.46949005126953,-102.34955596923828,24.88006591796875
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",capybaras and keas,-73.26905822753906,-63.55400466918945,-9.71505355834961
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",ibex and narwhals,-59.585411071777344,-59.76579284667969,0.18038177490234375
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",harpies and narwhals,-87.30562591552734,-60.069515228271484,-27.23611068725586
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",keas and narwhals,-53.331260681152344,-60.945701599121094,7.61444091796875
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",ibex and ocelots,-57.785491943359375,-60.819332122802734,3.0338401794433594
qing-yao/relfreq_nunique_nb0_410M_ep10_lr1e-4_seed42,"Well, the ",keas and ocelots,-55.96354293823242,-58.52481460571289,2.5612716674804688
