binom,Alpha Probs,Nonalpha Probs
kiwis and wolverines,-27.22046172618866,-26.37333247065544
kiwis and narwhals,-37.85125744342804,-37.77028048783541
kiwis and ocelots,-33.7397518157959,-31.48135018348694
ibex and kiwis,-31.245691489428282,-27.56270883977413
harpies and kiwis,-39.65944676101208,-30.158560514450073
axolotls and wolverines,-34.76275825500488,-32.8668572306633
axolotls and ibex,-33.180553037673235,-36.35631809011102
axolotls and harpies,-33.68214061111212,-38.92461383342743
axolotls and keas,-38.54916324466467,-37.23844377696514
axolotls and bonobos,-32.399923125398345,-28.99522920700838
axolotls and wombats,-30.22421435266733,-37.59859673678875
axolotls and lions,-31.949912451207638,-37.62794469296932
ocelots and platypuses,-32.570646338164806,-40.710358284413815
ibex and platypuses,-34.80770190060139,-32.45690083876252
harpies and platypuses,-30.499183904379606,-33.11945856362581
keas and platypuses,-37.18291491270065,-41.713269121944904
bonobos and platypuses,-27.96133205483784,-31.277775982802268
harpies and wolverines,-34.00821248628199,-31.824596405029297
keas and wolverines,-34.562591552734375,-33.99578905105591
bonobos and wolverines,-27.095981640770333,-30.093745110083546
capybaras and ibex,-33.28127908334136,-35.15315565094352
capybaras and harpies,-35.244622964411974,-34.5056127011776
capybaras and keas,-36.14674021676183,-40.46101415157318
ibex and narwhals,-43.65035518631339,-41.56810620427132
harpies and narwhals,-43.25355267524719,-43.16047501564026
keas and narwhals,-42.42704701423645,-44.41528534889221
ibex and ocelots,-37.30697950348258,-32.01330963522196
keas and ocelots,-46.436055421829224,-38.71210741996765
bonobos and ocelots,-35.47044640596141,-30.858345627264498
harpies and ibex,-35.13532304763794,-33.29626735672355
ibex and keas,-34.49115690216422,-32.44451627135277
bonobos and ibex,-29.54166844303836,-29.794759329408407
ibex and koalas,-33.15667788311839,-33.76340821292251
ibex and sloths,-32.9707988165319,-31.98398819565773
aardvarks and ibex,-32.77335730008781,-33.3916036747396
harpies and keas,-42.4760684967041,-36.49304509162903
bonobos and harpies,-28.4546173196577,-33.764482244776445
