binom,Alpha Probs,Nonalpha Probs
kiwis and wolverines,-34.555335998535156,-28.887571796774864
kiwis and narwhals,-45.073498129844666,-38.52392798662186
kiwis and ocelots,-41.077832102775574,-34.94262421131134
ibex and kiwis,-36.57636189647019,-35.52578432485461
harpies and kiwis,-35.85485902428627,-36.2831255197525
axolotls and wolverines,-36.50640559196472,-37.69875791668892
axolotls and ibex,-37.72509634681046,-41.94513590820134
axolotls and harpies,-36.114165246486664,-39.995256185531616
axolotls and keas,-40.7857922911644,-40.09131747484207
axolotls and bonobos,-36.218937375582755,-33.065444642154034
axolotls and wombats,-33.53400510549545,-40.648553892970085
axolotls and lions,-33.67979282140732,-38.06477263569832
ocelots and platypuses,-37.25540954992175,-41.67596225440502
ibex and platypuses,-40.72237834893167,-38.632884753867984
harpies and platypuses,-32.408153120428324,-37.08887605369091
keas and platypuses,-40.12316370010376,-42.13274197280407
bonobos and platypuses,-32.903262439591344,-35.06224754823779
harpies and wolverines,-33.17189335823059,-33.628626108169556
keas and wolverines,-36.78925919532776,-37.14578187465668
bonobos and wolverines,-28.60283821768826,-33.48081231084325
capybaras and ibex,-39.463164892047644,-38.25654390640557
capybaras and harpies,-39.35728979110718,-36.428813982754946
capybaras and keas,-39.85651731491089,-42.57597488164902
ibex and narwhals,-47.84899872727692,-41.844136502593756
harpies and narwhals,-41.170806527137756,-41.52820181846619
keas and narwhals,-44.1592458486557,-45.13940179347992
ibex and ocelots,-41.5540816206485,-34.810527777299285
keas and ocelots,-46.843384861946106,-37.77845776081085
bonobos and ocelots,-36.336467384768184,-34.543455839084345
harpies and ibex,-35.32654058933258,-36.69151729531586
ibex and keas,-39.75518745370209,-37.104700826108456
bonobos and ibex,-32.953536584449466,-35.86753689870238
ibex and koalas,-39.757588269189,-38.516309559345245
ibex and sloths,-39.610644759610295,-34.71264278143644
aardvarks and ibex,-39.56570355407894,-42.393321396782994
harpies and keas,-39.699458956718445,-38.24267065525055
bonobos and harpies,-30.22834062523907,-36.11897541186772
harpies and koalas,-35.67774160625413,-38.30980855226517
harpies and wombats,-32.64703011512756,-33.860289707779884
aardvarks and harpies,-40.821436611935496,-36.22856784053147
bonobos and keas,-33.340681313944515,-37.01100901979953
keas and koalas,-35.51319569349289,-38.36719137430191
keas and sloths,-38.9549595117569,-38.70162093639374
keas and wombats,-36.86124324798584,-41.575107499957085
keas and lions,-34.67997753620148,-33.46049606800079
aardvarks and keas,-40.64241716079414,-38.51148520410061
bonobos and wombats,-29.418278186989482,-30.353531239263248
aardvarks and bonobos,-38.37729425501311,-32.334916173887905
ocarinas and vibraphones,-49.35356044769287,-49.57913625240326
cymbals and ocarinas,-42.81068432331085,-46.0765293315053
clarinets and ocarinas,-44.263433396816254,-44.44009053334594
cellos and ocarinas,-42.89971148967743,-46.4514354467392
didgeridoos and vibraphones,-46.63199559599161,-54.450918078422546
lutes and marimbas,-33.47973561286926,-37.27331984043121
kalimbas and lutes,-50.8176292181015,-46.598875284194946
clarinets and kalimbas,-45.40817469358444,-50.13032604753971
kalimbas and trumpets,-50.328251510858536,-43.16732180118561
cellos and kalimbas,-44.46523368358612,-52.6410311460495
kalimbas and saxophones,-55.821014761924744,-52.09246504306793
lutes and saxophones,-35.11906369938515,-29.47317111492157
casserole and eagle,-32.01823961734772,-34.16846702247858
kite and linguist,-37.127889752388,-37.4225150346756
algorithm and perfume,-35.42360508441925,-32.92196524143219
forest and screwdriver,-36.22790792584419,-34.04051265865564
slipper and volcano,-31.157825112342834,-33.99056351184845
harmonica and microscope,-32.746233522892,-33.46583914756775
cookbook and zenith,-31.901106476783752,-36.3921617269516
hammock and hydrogen,-32.201372504234314,-35.78543961048126
neuron and toaster,-32.4443963766098,-34.23671734333038
marshmallow and telescope,-33.404566403711215,-34.416750625590794
casserole and optics,-35.922723174095154,-38.690614342689514
comet and encyclopedia,-34.13339630700648,-35.58083280012943
nimbus and waffle,-39.997676491737366,-36.80152440071106
photon and pumpkin,-36.801737666130066,-32.2220641374588
lantern and syntax,-40.72603762149811,-35.09038031101227
echo and vineyard,-32.97015035152435,-29.433281362056732
nebula and snowman,-36.807947874069214,-30.35476517677307
botany and teapot,-31.181331753730774,-33.77889668941498
chisel and kaleidoscope,-32.63010047422722,-32.041994410799816
lava and teacup,-34.3105463385582,-31.53366792201996
entropy and orchard,-36.01461699604988,-37.448816169053316
axolotl and vineyard,-35.13440275192261,-39.82468478381634
clockwork and meadow,-30.490316033363342,-32.703770875930786
algebra and telescope,-33.134111762046814,-34.294703125953674
arcade and topaz,-34.28183847665787,-35.232065200805664
asteroid and compass,-30.195598244667053,-29.080966591835022
bicycle and nebula,-34.93871044367552,-39.34117925167084
bungalow and entropy,-35.55951790045947,-34.80009585770313
carnation and gnome,-35.88665997982025,-35.92839014530182
cinnamon and harmonica,-32.290879724081606,-32.804200334940106
coral and syntax,-34.66210663318634,-31.30615770816803
dandelion and pendulum,-34.8913242071867,-35.29777711164206
delirium and telescope,-33.909488685429096,-34.32759776059538
anchors and sandstorms,-31.696523189544678,-31.828196227550507
scissors and volcanoes,-33.01748643629253,-36.2941749766469
equations and lanterns,-31.057244569063187,-32.33560901880264
satellites and tulips,-31.25665537167515,-33.19021034065372
compasses and hedgehogs,-35.428668547421694,-37.31898212432861
comets and neckties,-35.323618054389954,-33.13559973239899
castles and headphones,-34.926942348480225,-33.67137062549591
paperclips and pyramids,-36.40192626742646,-33.953230367042124
constellations and kettles,-37.081050627399236,-35.89950446784496
kaleidoscopes and whales,-41.036273180739954,-41.743481209137826
meadows and pianos,-34.82025462388992,-30.39082705974579
magnets and zebras,-29.452462216839194,-28.656749418005347
parrots and submarines,-28.655907785869204,-30.856163261458278
crayons and jungles,-33.866281390190125,-32.64440619945526
harbor and teapot,-35.98199141025543,-33.31189525127411
notebook and quicksand,-30.293578326702118,-30.297143388539553
glacier and lantern,-29.794970750808716,-31.700675129890442
microscope and puddle,-33.933852434158325,-34.495640873909
compass and swan,-31.675364136695862,-35.20980703830719
bonsai and cathedral,-36.56646925769746,-36.91682094335556
honeycomb and violin,-29.728322759270668,-32.41579867317341
sailboat and stadium,-33.78443384170532,-28.192455053329468
acorns and skyscrapers,-33.90297415642999,-34.29441571468851
bell and trellis,-34.646082401275635,-35.94338285923004
inkwell and kite,-36.490633606910706,-31.17753040790558
foxglove and trombone,-37.14728793501854,-38.95189903443679
carousel and quill,-28.247432167176157,-34.32057276368141
lighthouse and onion,-30.511709094047546,-33.903355717659
cactus and chessboard,-37.936232667416334,-34.62259956076741
gallery and raindrop,-37.396050333976746,-34.34933125972748
cricket and plow,-27.69941508769989,-34.20772612094879
fresco and gingerbread,-31.79353116909624,-34.30272942778265
cello and sunflower,-33.77962362766266,-35.410871386528015
archway and quilt,-33.513006806373596,-31.632428288459778
compass and haystack,-31.605782464146614,-34.219910234212875
beacon and millipede,-41.748579621315,-37.8425395488739
parchment and windmill,-30.740999899804592,-31.402031630277634
candlestick and meadow,-31.812966858735308,-34.713811068966606
men and women,-15.622111544013023,-16.57392144203186
black and white,-14.363227128982544,-16.6083402633667
day and night,-17.80567616224289,-17.466586157679558
boys and girls,-14.978331044316292,-16.658813953399658
left and right,-17.91914725676179,-19.953205585479736
female and male,-19.224714756011963,-16.03298467490822
father and mother,-17.828840970993042,-16.999491453170776
goods and services,-15.784521639347076,-24.554735898971558
north and south,-18.853288769721985,-19.767553448677063
development and research,-23.547221899032593,-16.65080815553665
place and time,-20.429544687271118,-14.676916480064392
death and life,-18.632934093475342,-14.82282704114914
brothers and sisters,-15.796434186398983,-19.391159772872925
husband and wife,-15.793490558862686,-19.364250659942627
gas and oil,-15.955578804016113,-17.175430178642273
pepper and salt,-18.170767784118652,-16.147690415382385
fall and rise,-22.975035190582275,-19.65409481525421
arms and legs,-18.737109541893005,-20.352171659469604
fruits and vegetables,-13.898324653506279,-18.999393463134766
arts and sciences,-20.99996590614319,-23.136838912963867
gentlemen and ladies,-17.51865178346634,-13.738058613613248
feelings and thoughts,-21.513895511627197,-19.249507546424866
diagnosis and treatment,-19.934659600257874,-24.74505853652954
groups and individuals,-23.967044353485107,-20.917300701141357
knowledge and skills,-18.785220623016357,-19.474977016448975
heart and mind,-20.86784839630127,-20.030583381652832
influence and power,-21.71393609046936,-18.852508544921875
Africa and Asia,-20.051174879074097,-20.050281047821045
addresses and names,-26.630709648132324,-20.379170894622803
poetry and prose,-19.272454977035522,-21.68693995475769
forefinger and thumb,-28.805958777666092,-22.12392370426096
minerals and vitamins,-25.541353024425916,-18.241505483165383
fall and winter,-20.860811233520508,-20.846367359161377
light and shadow,-20.366140842437744,-25.432738780975342
honey and milk,-21.544071435928345,-16.45447301864624
nose and throat,-23.237080097198486,-25.510106563568115
anger and fear,-18.721086859703064,-19.873703360557556
head and tail,-21.603024125099182,-23.0180641412735
novels and stories,-21.33528459072113,-23.785282254219055
sunrise and sunset,-19.218327462673187,-23.051517605781555
sympathy and understanding,-18.375709414482117,-22.90457594394684
shoes and socks,-18.416430592536926,-18.092992424964905
equipment and personnel,-20.721835255622864,-19.79293191432953
eyes and face,-23.643547654151917,-21.69208323955536
ink and paper,-17.807352781295776,-19.23654317855835
