binom,Alpha Probs,Nonalpha Probs
kiwis and wolverines,-80.09382577240467,-75.79998956620693
kiwis and narwhals,-84.7599882632494,-84.5449600070715
kiwis and ocelots,-86.40522523224354,-79.29577185213566
ibex and kiwis,-79.59909503161907,-83.36219258606434
harpies and kiwis,-80.61869046837091,-79.36242194473743
axolotls and wolverines,-91.4265873581171,-93.1903510838747
axolotls and ibex,-94.52713972330093,-93.05143837630749
axolotls and harpies,-92.48385967314243,-98.4090634137392
axolotls and keas,-99.54615534842014,-100.25646050274372
axolotls and bonobos,-93.70242090523243,-98.33307059601066
axolotls and wombats,-92.18838825821877,-85.67434014379978
axolotls and lions,-90.25575770437717,-93.5408275872469
ocelots and platypuses,-81.74834020808339,-90.7383156530559
ibex and platypuses,-84.06222213804722,-86.52404423058033
harpies and platypuses,-77.52881367504597,-83.70211715996265
keas and platypuses,-92.39032270014286,-98.76488550007343
bonobos and platypuses,-84.49346714213607,-87.09290021471679
harpies and wolverines,-74.41215140745044,-76.52898795902729
keas and wolverines,-87.75118525326252,-84.75216634571552
bonobos and wolverines,-79.76266201332328,-78.59547247178853
capybaras and ibex,-82.60743440687656,-82.36834661662579
capybaras and harpies,-83.39726527035236,-75.76770485937595
capybaras and keas,-89.3427689820528,-92.1009100228548
ibex and narwhals,-89.89250867068768,-88.36954338848591
harpies and narwhals,-83.77098967134953,-84.30555649101734
keas and narwhals,-94.37824459373951,-93.84779293835163
ibex and ocelots,-85.9307905882597,-82.45654921978712
keas and ocelots,-91.19370467960835,-88.83501894772053
bonobos and ocelots,-81.76177914932487,-83.12774653728138
harpies and ibex,-77.24981404840946,-76.84022514522076
ibex and keas,-79.21388714015484,-89.99604435265064
bonobos and ibex,-80.16772310927627,-82.21364613820333
ibex and koalas,-81.04658560454845,-81.46895129978657
ibex and sloths,-80.53193418681622,-77.64070089161396
aardvarks and ibex,-93.79214887320995,-87.42022816836834
harpies and keas,-85.30034883320332,-85.36198146641254
bonobos and harpies,-75.42683895424125,-84.46486693769111
harpies and koalas,-79.52552808448672,-79.23939628899097
harpies and wombats,-74.65668131411076,-69.57093639671803
aardvarks and harpies,-95.79919488728046,-85.0462146550417
bonobos and keas,-85.62383802726981,-89.67763569788076
keas and koalas,-86.21381591260433,-81.94317074120045
keas and sloths,-86.3198562413454,-83.24426175653934
keas and wombats,-87.14259152114391,-80.73186881840229
keas and lions,-82.89569480717182,-85.73435254395008
aardvarks and keas,-100.10674197971821,-95.93603499233723
bonobos and wombats,-80.6749434073281,-71.56646202481352
aardvarks and bonobos,-96.78724520094693,-89.53221376732108
ocarinas and vibraphones,-95.55123479664326,-85.21377594769001
cymbals and ocarinas,-77.81924910843372,-89.68186362087727
clarinets and ocarinas,-77.91716936975718,-87.33748506382108
cellos and ocarinas,-74.72811599075794,-89.33955962955952
didgeridoos and vibraphones,-97.41471292078495,-97.02297361195087
lutes and marimbas,-76.23785246908665,-81.40471656620502
kalimbas and lutes,-90.10810478031635,-90.01353295147419
clarinets and kalimbas,-83.49853905290365,-89.94764749705791
kalimbas and trumpets,-88.99766178429127,-84.65880401432514
cellos and kalimbas,-85.53542424738407,-88.46281541883945
kalimbas and saxophones,-88.30093164741993,-85.78731341660023
lutes and saxophones,-70.42800003461889,-67.98544235527515
casserole and eagle,-79.67072923481464,-79.72398933768272
kite and linguist,-74.97605158388615,-80.12721647322178
algorithm and perfume,-74.83369947969913,-74.61660934984684
forest and screwdriver,-80.68450095318258,-79.7907325681299
slipper and volcano,-75.84371496737003,-76.0157420784235
harmonica and microscope,-74.79592932760715,-77.56540347635746
cookbook and zenith,-78.93192566931248,-86.61645390093327
hammock and hydrogen,-75.3093760162592,-80.46431817114353
neuron and toaster,-84.0326881557703,-80.75009776651859
marshmallow and telescope,-79.74619519000407,-76.60619220603257
casserole and optics,-80.27355916798115,-87.81215550005436
comet and encyclopedia,-78.70878265984356,-80.04198385775089
nimbus and waffle,-79.81303550302982,-79.27526070177555
photon and pumpkin,-82.53471876680851,-86.40487696230412
lantern and syntax,-80.12544132769108,-71.60796822607517
echo and vineyard,-78.02280642092228,-78.70772434771061
nebula and snowman,-80.02182267606258,-80.70545259490609
botany and teapot,-80.07542522251606,-78.56943781673908
chisel and kaleidoscope,-79.26011200249195,-73.4832372511737
lava and teacup,-81.14239151775837,-79.35068805515766
entropy and orchard,-76.2589195347391,-78.5088511146605
axolotl and vineyard,-89.26004999876022,-90.95870642364025
clockwork and meadow,-76.64204509556293,-79.39570720493793
algebra and telescope,-70.5326214581728,-72.17756374180317
arcade and topaz,-75.4610915929079,-74.06249602138996
asteroid and compass,-72.09356887638569,-70.09071619808674
bicycle and nebula,-79.89152673631907,-76.86768411099911
bungalow and entropy,-80.49406532756984,-75.06087309541181
carnation and gnome,-74.72707207500935,-78.02920730412006
cinnamon and harmonica,-79.64325893414207,-74.71087039262056
coral and syntax,-75.11134941875935,-68.2936192303896
dandelion and pendulum,-71.08498699963093,-75.3693591891788
delirium and telescope,-76.78432417660952,-75.9662345337274
anchors and sandstorms,-79.81712500751019,-77.1671050041914
scissors and volcanoes,-83.18477239459753,-79.07194216549397
equations and lanterns,-71.91848112642765,-77.90017314255238
satellites and tulips,-78.02539415867068,-79.27386202011257
compasses and hedgehogs,-77.11721096141264,-74.27596877515316
comets and neckties,-76.22274042665958,-80.30414463579655
castles and headphones,-75.96244730055332,-73.8840806633234
paperclips and pyramids,-78.8356046276167,-80.72562214708887
constellations and kettles,-75.8057783995755,-74.74572534114122
kaleidoscopes and whales,-75.74954902334139,-77.17941441507719
meadows and pianos,-72.85046066343784,-75.03091122210026
magnets and zebras,-78.09609672427177,-76.0069666467607
parrots and submarines,-75.89035330313345,-76.84027261147276
crayons and jungles,-77.20824280381203,-79.20089413225651
harbor and teapot,-83.05904819071293,-82.11767722666264
notebook and quicksand,-75.75018866360188,-76.27038406208158
glacier and lantern,-80.05341149866581,-76.27231146395206
microscope and puddle,-81.79761625826359,-82.87436558306217
compass and swan,-68.60944058001041,-69.9090845733881
bonsai and cathedral,-77.84782619774342,-79.09115912020206
honeycomb and violin,-72.12213797587901,-73.74130482789042
sailboat and stadium,-84.86483724415302,-73.78160984814167
acorns and skyscrapers,-74.221334834132,-80.06891246861778
bell and trellis,-73.73608227074146,-72.97679693996906
inkwell and kite,-77.97095640003681,-77.4728446751833
foxglove and trombone,-78.2962133474648,-80.54144574701786
carousel and quill,-71.57571911811829,-75.9219596683979
lighthouse and onion,-83.46049363911152,-79.87939770519733
cactus and chessboard,-81.11436481773853,-80.85638125240803
gallery and raindrop,-77.97008474171162,-76.12448032200336
cricket and plow,-74.82406575977802,-78.77994830906391
fresco and gingerbread,-73.84764099021777,-76.5412145104201
cello and sunflower,-74.3852232247591,-80.60738332569599
archway and quilt,-79.65252573788166,-80.06428249180317
compass and haystack,-76.53385342657566,-77.72549875080585
beacon and millipede,-83.10502368886955,-82.7475393563509
parchment and windmill,-78.79786251299083,-81.11160015501082
candlestick and meadow,-81.28676632535644,-77.55036887839378
men and women,-55.77759452164173,-60.082706183195114
black and white,-56.15823219716549,-56.93251606822014
day and night,-57.95203058421612,-60.02937973290682
boys and girls,-57.17759122699499,-59.60301539301872
left and right,-57.59475137852132,-57.66756308078766
female and male,-61.38922733068466,-56.70562931324821
father and mother,-62.266809433698654,-62.01435872912407
goods and services,-59.3931243121624,-68.46142789721489
north and south,-55.44922590255737,-60.24961540102959
development and research,-61.90075871348381,-63.05657669901848
place and time,-56.327689081430435,-58.41740366816521
death and life,-61.035637110471725,-56.667413383722305
brothers and sisters,-58.96883179526776,-64.19193014502525
husband and wife,-58.9862973857671,-62.111392587423325
gas and oil,-58.883038371801376,-59.20807048678398
pepper and salt,-65.64337036013603,-63.30165955424309
fall and rise,-62.46251913905144,-56.992206662893295
arms and legs,-59.84855434298515,-62.42894360423088
fruits and vegetables,-63.14033308625221,-62.42706170678139
arts and sciences,-61.19553890824318,-63.650243669748306
gentlemen and ladies,-59.51866349577904,-57.722479704767466
feelings and thoughts,-61.67760482430458,-58.75072696805
diagnosis and treatment,-62.68010976910591,-67.90060892701149
groups and individuals,-61.58594623208046,-59.6016940176487
knowledge and skills,-61.943175226449966,-65.61035564541817
heart and mind,-59.139905363321304,-60.82080593705177
influence and power,-63.71702566742897,-59.821009784936905
Africa and Asia,-61.00805202126503,-61.30477553606033
addresses and names,-64.26261845231056,-59.22215512394905
poetry and prose,-57.87509146332741,-60.68500021100044
forefinger and thumb,-76.29338821023703,-68.68069471888884
minerals and vitamins,-69.95382085347956,-66.3570259915432
fall and winter,-61.66111674904823,-63.34216943383217
light and shadow,-59.90121069550514,-63.153550535440445
honey and milk,-65.78039208054543,-62.63386312127113
nose and throat,-64.23093667626381,-66.6308368742466
anger and fear,-64.08559361100197,-64.85920563340187
head and tail,-58.60163798928261,-62.60061898827553
novels and stories,-63.13367262482643,-65.98540630936623
sunrise and sunset,-59.705489069223404,-64.4157272875309
sympathy and understanding,-65.72789850831032,-65.92679420113564
shoes and socks,-64.97826138138771,-65.22953978180885
equipment and personnel,-63.61483755707741,-63.34786620736122
eyes and face,-63.557964235544205,-63.57922211289406
ink and paper,-59.00397828221321,-57.930177599191666
muscles and nerves,-64.56048479676247,-65.01342287659645
charts and maps,-64.10211983323097,-57.94441059231758
elbows and knees,-68.08830301463604,-65.31358518726483
Christmas and Easter,-64.38164606690407,-69.62740603089333
nature and size,-66.26620665192604,-63.14845123887062
gums and teeth,-70.7529219686985,-65.68715861439705
chairs and sofas,-67.53964333608747,-71.59906116127968
characters and situations,-62.406865030527115,-69.15310087800026
joy and pleasure,-65.2968375980854,-64.14763084053993
Thursday and Tuesday,-66.51860800385475,-63.36701789498329
barley and oats,-70.20012274384499,-67.36936083436012
