backend,term,estimate,se,zvalue,model
lmer,item_logodds_pythia_genpref,-0.0014172545603271989,0.005621498207859895,-0.2521133171127965,qing-yao/baseline_nb150k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.00682280830220011,0.008370352792750578,0.8151159779202174,qing-yao/baseline_nb150k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.00676393904893565,0.00869777377395788,0.7776632532324134,qing-yao/baseline_nb150k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.011644125352072977,0.0048631475001491694,2.39435989792944,qing-yao/baseline_nb150k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.02036396215268741,0.008022079199554522,2.538489292628556,qing-yao/baseline_nb150k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.009489243643268284,0.005283027690791759,1.7961752613577813,qing-yao/baseline_nb150k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.01266516571760126,0.00765859031704608,1.6537202269994535,qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.003736803327448296,0.008124404178982357,-0.4599479845076293,qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.0016074098025268165,0.007621640725534075,-0.21090075751559118,qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.002855264849013646,0.004826439960999944,-0.5915881834407178,qing-yao/baseline_nb300k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.007193330612371463,0.007677720917561889,-0.9369096232604079,qing-yao/baseline_nb300k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.002153504892105711,0.006352123340293992,-0.33902126529017323,qing-yao/baseline_nb300k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.0035401119060727753,0.005269037912932864,-0.6718706459453563,qing-yao/baseline_nb300k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.01352571146165608,0.0069245611229182625,1.9532951217500196,qing-yao/baseline_nb300k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.006041601085782373,0.005635000652345255,1.0721562353800071,qing-yao/baseline_nb300k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.0016342942793772124,0.006976127746149515,0.23426954592098229,qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.002737461643774373,0.008305282814488476,0.32960486775945796,qing-yao/baseline_nb300k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.012262646344642763,0.0078853038562932,1.5551266721137247,qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.001127210683414121,0.0060445234961267,0.18648462267314073,qing-yao/baseline_nb50k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.005168271659091377,0.008919835926109447,0.5794133100546408,qing-yao/baseline_nb50k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.001966268725590735,0.006395985102295234,0.3074223429452843,qing-yao/baseline_nb50k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.01186166459728087,0.004823820850885085,2.4589770150988226,qing-yao/baseline_nb50k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.02035796279089844,0.00813268108380277,2.5032289574767437,qing-yao/baseline_nb50k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.015650868468211714,0.0060511574142541,2.5864256036943516,qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.007216106368261317,0.007204608886073758,1.0015958509850247,qing-yao/baseline_nb50k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.006107567418118518,0.010066548871572949,0.6067190947004442,qing-yao/baseline_nb50k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.0010950799946512827,0.0074699134443691265,0.1465987528244737,qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.005169399670346478,0.0045534046883335,-1.1352822830773748,qing-yao/genpref_n10000_nb0_160M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.0011203078399794517,0.008364881109644248,0.13392991786671044,qing-yao/genpref_n10000_nb0_160M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.0010980918798038112,0.005809775052593725,-0.18900764140834977,qing-yao/genpref_n10000_nb0_160M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.0024124752074598656,0.003754395749508134,-0.6425734974199045,qing-yao/genpref_n10000_nb0_410M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.005294334329823829,0.006489063864052852,0.8158856871717033,qing-yao/genpref_n10000_nb0_410M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-6.703047732098394e-4,0.00450471151948326,-0.14880082116484358,qing-yao/genpref_n10000_nb0_410M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-6.726054636049837e-4,0.005681100644371042,-0.11839351310760807,qing-yao/genpref_n10000_nb0_70M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.007258485649296692,0.010126379855969272,-0.7167897859389483,qing-yao/genpref_n10000_nb0_70M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.0010478260173779961,0.005703110429367318,-0.18372886696746607,qing-yao/genpref_n10000_nb0_70M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.001109647591598246,0.005758850346201069,-0.19268560995516149,qing-yao/genpref_n10000_nb150k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,4.25868534276174e-5,0.008706655862920942,0.0048912985764123455,qing-yao/genpref_n10000_nb150k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.004553870301056804,0.007679037642593648,0.5930261724200512,qing-yao/genpref_n10000_nb150k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.010929757077729571,0.004116619969651737,2.6550318363864474,qing-yao/genpref_n10000_nb150k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.0038821187487474485,0.008197611207036295,0.4735670734683405,qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.008113241355727824,0.005266299835374886,1.5405961698628343,qing-yao/genpref_n10000_nb150k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.007829614511658332,0.006612585571762476,1.1840473634236053,qing-yao/genpref_n10000_nb150k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,9.884931605624772e-6,0.00841539941033116,0.0011746241768975981,qing-yao/genpref_n10000_nb150k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,1.7952248429414756e-4,0.007169157356461268,0.02504094628810892,qing-yao/genpref_n10000_nb150k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.001201623739486265,0.007959329524742919,-0.15097047254430349,qing-yao/genpref_n10000_nb300k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.005023222258784155,0.007396426269082098,0.6791418011941516,qing-yao/genpref_n10000_nb300k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.00555638867988701,0.00648371263612464,0.856976394809518,qing-yao/genpref_n10000_nb300k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.0042505792471542155,0.005423901865177831,0.7836755444348095,qing-yao/genpref_n10000_nb300k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.007537026187418927,0.007168721641389009,1.051376600243967,qing-yao/genpref_n10000_nb300k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.007401857835421567,0.006186625655756397,1.1964289173589235,qing-yao/genpref_n10000_nb300k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.009627628311944542,0.006641558907771538,-1.449603691789723,qing-yao/genpref_n10000_nb300k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.0017616288242594533,0.007094805511216558,-0.24829839542104432,qing-yao/genpref_n10000_nb300k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.002276555457898382,0.005585733248313383,-0.40756608965990093,qing-yao/genpref_n10000_nb300k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.0032549230538519228,0.0038562288159619358,-0.8440689619814437,qing-yao/genpref_n10000_nb50k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.0035485942022346843,0.008033613210605403,0.4417183288772334,qing-yao/genpref_n10000_nb50k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.010215861635402881,0.005816071924428655,-1.7564881879287353,qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.005742672747192769,0.004277977295034988,1.3423803707087703,qing-yao/genpref_n10000_nb50k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.003191003696048834,0.007601390365462735,0.4197921094208377,qing-yao/genpref_n10000_nb50k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,0.009129779005925499,0.004918461809080888,1.8562264708591036,qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.006957062622845236,0.005860103525551295,-1.1871910781969919,qing-yao/genpref_n10000_nb50k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_pythia_genpref,-0.011230816419077234,0.00900626492186435,-1.2470004509652364,qing-yao/genpref_n10000_nb50k_70M_ep1_lr1e-4_seed42
