binom,Alpha Probs,Nonalpha Probs
kiwis and wolverines,-15.769832015037537,-18.10008772648871
kiwis and narwhals,-21.435253143310547,-20.33282408118248
kiwis and ocelots,-26.696667075157166,-21.6947732870467
ibex and kiwis,-24.741587162017822,-22.001741766929626
harpies and kiwis,-17.08477715170011,-19.19622313976288
axolotls and wolverines,-24.965651586651802,-31.701169177889824
axolotls and ibex,-27.880037486553192,-34.69444751739502
axolotls and harpies,-24.304292917251587,-29.63387441635132
axolotls and keas,-31.969263076782227,-28.37787628173828
axolotls and bonobos,-23.040597341023386,-28.939428109733853
axolotls and wombats,-24.418193228542805,-27.070782989263535
axolotls and lions,-22.33021831512451,-30.76203264296055
ocelots and platypuses,-25.911371969617903,-23.861207455396652
ibex and platypuses,-30.105078041553497,-22.589955151081085
harpies and platypuses,-14.06356542557478,-21.288954198360443
keas and platypuses,-23.276289224624634,-32.48618334531784
bonobos and platypuses,-22.042375613062177,-18.784023070591502
harpies and wolverines,-12.808905940968543,-21.963979721069336
keas and wolverines,-17.392828702926636,-26.258810997009277
bonobos and wolverines,-15.873400617449079,-20.235483163502067
capybaras and ibex,-25.403902173042297,-29.606053113937378
capybaras and harpies,-23.21526288986206,-17.61000281572342
capybaras and keas,-27.188425540924072,-21.042051196098328
ibex and narwhals,-32.06049191951752,-26.218461990356445
harpies and narwhals,-20.523008227348328,-18.909181714057922
keas and narwhals,-22.959458708763123,-27.981770277023315
ibex and ocelots,-36.29218077659607,-21.956763982772827
keas and ocelots,-24.44572901725769,-33.61666822433472
bonobos and ocelots,-22.116778302995954,-29.26334059231158
harpies and ibex,-17.98176074028015,-26.292815446853638
ibex and keas,-25.988434553146362,-19.78296673297882
bonobos and ibex,-18.25482730945805,-25.449264924798626
ibex and koalas,-24.40034880489111,-19.53795136883855
ibex and sloths,-27.48142099380493,-19.080545723438263
aardvarks and ibex,-30.092860221862793,-33.60579323768616
harpies and keas,-23.121652841567993,-17.15839385986328
bonobos and harpies,-16.34496538719395,-19.06174229885073
harpies and koalas,-14.268166613066569,-14.839566368609667
harpies and wombats,-13.902180880308151,-13.33500611782074
aardvarks and harpies,-28.197710037231445,-26.872579336166382
bonobos and keas,-22.4122289904044,-20.28296654112637
keas and koalas,-16.44353043101728,-17.943268913775682
keas and sloths,-16.95813250541687,-24.698841094970703
keas and wombats,-17.30351823568344,-23.395179510116577
keas and lions,-14.242003917694092,-24.877300262451172
aardvarks and keas,-33.051530838012695,-27.090196013450623
bonobos and wombats,-19.29582767566899,-14.408745952125173
aardvarks and bonobos,-29.18494234723039,-25.76040809234837
ocarinas and vibraphones,-33.024399161338806,-25.674364387989044
cymbals and ocarinas,-22.647729337215424,-22.782514691352844
clarinets and ocarinas,-23.905471973121166,-20.790082693099976
cellos and ocarinas,-19.283811032772064,-25.48090422153473
didgeridoos and vibraphones,-33.31776020210236,-31.535796374082565
lutes and marimbas,-15.667670488357544,-20.503090858459473
kalimbas and lutes,-27.22081995010376,-23.432352781295776
clarinets and kalimbas,-24.4730327129364,-33.2161169052124
kalimbas and trumpets,-27.167824029922485,-26.371328115463257
cellos and kalimbas,-25.622844457626343,-27.026014804840088
kalimbas and saxophones,-28.344589114189148,-29.168880224227905
lutes and saxophones,-12.492135551583488,-12.201296746730804
casserole and eagle,-14.635025799274445,-14.277360260486603
kite and linguist,-18.326627731323242,-17.04202651977539
algorithm and perfume,-16.677080154418945,-13.75265884399414
forest and screwdriver,-16.870227861683816,-15.295465756207705
slipper and volcano,-18.89659357070923,-12.776163578033447
harmonica and microscope,-14.854212880134583,-15.585940837860107
cookbook and zenith,-17.46426010131836,-21.285752296447754
hammock and hydrogen,-18.038198471069336,-20.57600498199463
neuron and toaster,-20.990127563476562,-17.651928424835205
marshmallow and telescope,-15.823784377542324,-14.119492298923433
casserole and optics,-18.982071220874786,-24.534342765808105
comet and encyclopedia,-19.18682251870632,-17.58225166797638
nimbus and waffle,-16.78137955069542,-19.607542395591736
photon and pumpkin,-22.51957941055298,-19.804893255233765
lantern and syntax,-14.173205733299255,-20.100914478302002
echo and vineyard,-17.44127607345581,-14.332481622695923
nebula and snowman,-21.865547955036163,-15.54972399235703
botany and teapot,-16.504138469696045,-15.440934777259827
chisel and kaleidoscope,-17.27724060975015,-18.5897923912853
lava and teacup,-18.22755765914917,-16.33434760570526
entropy and orchard,-16.54031765437685,-16.34869742533192
axolotl and vineyard,-22.889581948518753,-25.951242193579674
clockwork and meadow,-16.558859825134277,-15.7569899559021
algebra and telescope,-12.907037734985352,-11.601051330566406
arcade and topaz,-15.520541667938232,-16.997617959976196
asteroid and compass,-15.285993576049805,-9.372610330581665
bicycle and nebula,-14.701330326497555,-20.849531948566437
bungalow and entropy,-19.86844816437224,-16.411640195874497
carnation and gnome,-18.378547191619873,-21.279579639434814
cinnamon and harmonica,-16.605008222235483,-15.472435819217935
coral and syntax,-14.64778757095337,-15.787948369979858
dandelion and pendulum,-15.210625290870667,-15.810363194905221
delirium and telescope,-17.40053141117096,-13.509992122650146
anchors and sandstorms,-16.284469962120056,-13.806306898593903
scissors and volcanoes,-15.554954023100436,-18.332807064056396
equations and lanterns,-14.541253868490458,-14.753005266189575
satellites and tulips,-19.09078359603882,-16.673964920453727
compasses and hedgehogs,-14.363331288099289,-18.074422396719456
comets and neckties,-16.64079737663269,-18.76133394241333
castles and headphones,-19.546838998794556,-15.386038064956665
paperclips and pyramids,-15.764418462757021,-18.82969304919243
constellations and kettles,-18.13816088810563,-17.288403306156397
kaleidoscopes and whales,-18.76913357153535,-14.172837579011684
meadows and pianos,-12.156372368335724,-15.535396575927734
magnets and zebras,-12.119614843279123,-14.131188730709255
parrots and submarines,-14.26574752148008,-14.476096987724304
crayons and jungles,-15.59618060477078,-12.975369215011597
harbor and teapot,-11.668060779571533,-17.56602382659912
notebook and quicksand,-15.830527022480965,-15.097847282886505
glacier and lantern,-18.569351196289062,-10.722696185112
microscope and puddle,-17.431037545204163,-20.845581471920013
compass and swan,-10.140767097473145,-11.549691200256348
bonsai and cathedral,-18.582938820123672,-15.8771071434021
honeycomb and violin,-15.092231139540672,-14.143356028478593
sailboat and stadium,-16.312620162963867,-12.144438028335571
acorns and skyscrapers,-18.39808335894486,-20.04442483454477
bell and trellis,-12.257945828139782,-12.613529443740845
inkwell and kite,-16.832931995391846,-17.436141967773438
foxglove and trombone,-16.455240162089467,-18.176167994737625
carousel and quill,-13.97883877903223,-15.591718763113022
lighthouse and onion,-13.213327884674072,-18.570577144622803
cactus and chessboard,-20.624121131375432,-21.02031397819519
gallery and raindrop,-14.195099115371704,-16.76410484313965
cricket and plow,-10.91849398612976,-16.27597665786743
fresco and gingerbread,-15.255662481184117,-16.939481485576835
cello and sunflower,-17.24813151359558,-23.36620044708252
archway and quilt,-19.613961219787598,-19.306851148605347
compass and haystack,-13.822055041790009,-16.890484035015106
beacon and millipede,-21.51794171286747,-20.878576338291168
parchment and windmill,-15.510683085769415,-17.596558339893818
candlestick and meadow,-13.89770399639383,-14.980451479549629
men and women,-0.30633464455604553,-2.5473341941833496
black and white,-0.345888614654541,-2.2929201126098633
day and night,-0.058884166181087494,-0.07647860795259476
boys and girls,-0.07621176540851593,-1.1364680528640747
left and right,-0.12919262051582336,-2.9262681007385254
female and male,-0.6244124174118042,-0.011697983369231224
father and mother,-1.2912192344665527,-1.3340743780136108
goods and services,-1.8280173540115356,-7.395174980163574
north and south,-0.6124222874641418,-1.7541133165359497
development and research,-6.171486854553223,-1.2495090961456299
place and time,-4.032784938812256,-3.3568599224090576
death and life,-3.6629350185394287,-1.765383005142212
brothers and sisters,-0.014998288825154305,-1.4737093448638916
husband and wife,-0.3695848882198334,-5.1302900314331055
gas and oil,-3.2050087451934814,-1.6797006130218506
pepper and salt,-1.7105839252471924,-0.6419012546539307
fall and rise,-5.609347343444824,-0.5537624359130859
arms and legs,-0.5534350275993347,-1.6571762561798096
fruits and vegetables,-0.3993994891643524,-2.6986846923828125
arts and sciences,-2.2202396392822266,-1.8895641565322876
gentlemen and ladies,-0.2514931559562683,-0.013620535843074322
feelings and thoughts,-4.900282859802246,-1.2495487928390503
diagnosis and treatment,-0.9360377192497253,-5.195151329040527
groups and individuals,-4.229203701019287,-3.234243869781494
knowledge and skills,-5.943157196044922,-3.5198543071746826
heart and mind,-3.223320484161377,-3.47491455078125
influence and power,-4.697223663330078,-4.9958696365356445
Africa and Asia,-1.5201973915100098,-0.3684951961040497
addresses and names,-4.904090881347656,-1.593366265296936
poetry and prose,-3.0586585998535156,-1.6016238927841187
forefinger and thumb,-10.247790655586869,-3.8614774088491686
minerals and vitamins,-10.327495530917076,-5.303778127301484
fall and winter,-4.84419059753418,-2.6232099533081055
light and shadow,-3.6642813682556152,-5.301751613616943
honey and milk,-5.165696620941162,-3.0920162200927734
nose and throat,-4.608985900878906,-4.917183876037598
anger and fear,-3.750465154647827,-3.7290546894073486
head and tail,-4.232249736785889,-4.436756134033203
novels and stories,-3.9896984100341797,-4.578296661376953
sunrise and sunset,-1.871537446975708,-5.369538307189941
sympathy and understanding,-4.082581520080566,-4.767802715301514
shoes and socks,-3.5309054851531982,-2.5151913166046143
equipment and personnel,-4.626740455627441,-4.029929161071777
eyes and face,-6.219609260559082,-2.4591598510742188
ink and paper,-1.4270232915878296,-3.751835346221924
muscles and nerves,-3.858795166015625,-4.587549686431885
charts and maps,-5.372325897216797,-1.5644415616989136
elbows and knees,-7.890517418505624,-6.104003875378112
Christmas and Easter,-2.840054512023926,-4.058351516723633
nature and size,-7.734114170074463,-6.714924335479736
gums and teeth,-8.472716808319092,-7.3219558000564575
chairs and sofas,-6.819376435130835,-15.025588989257812
characters and situations,-5.447737693786621,-7.045866012573242
joy and pleasure,-4.536360740661621,-4.295449256896973
Thursday and Tuesday,-5.06353235244751,-1.1320775747299194
barley and oats,-12.606029748916626,-10.156739383935928
beauty and dignity,-8.209843635559082,-4.502617835998535
boats and ships,-3.7902355194091797,-4.757411479949951
misery and pain,-4.875859260559082,-4.679790496826172
bones and skulls,-4.629581809043884,-4.754507064819336
dairy and poultry,-6.836675373575417,-8.289402950555086
being and existence,-10.75994873046875,-5.767241954803467
radar and radio,-3.217165946960449,-8.945467948913574
humility and pride,-6.864478588104248,-5.622382208704948
pitch and volume,-5.549325942993164,-7.684908866882324
skirt and sweater,-7.393735069781542,-8.40365219116211
linen and silk,-9.61935567855835,-4.872312663588673
checks and money,-10.970091819763184,-11.230104446411133
calluses and corns,-17.467352867126465,-14.588415622711182
action and motion,-5.040984630584717,-4.780497074127197
brain and intelligence,-6.796051025390625,-7.861376762390137
conduct and manners,-6.404985427856445,-5.526052474975586
completeness and unity,-8.074898887425661,-10.392425018420909
hostility and indifference,-9.991694565791477,-10.432410776229517
depth and force,-7.673541069030762,-6.191035270690918
hours and miles,-7.163388252258301,-6.106087684631348
movements and speech,-7.542926788330078,-6.7541937828063965
schools and synagogues,-8.641421994558186,-22.77400040626526
arrangers and composers,-12.197348058223724,-7.204870279994793
happiness and laughter,-5.7577128410339355,-8.983436584472656
diagrams and sketches,-10.011402198928408,-8.900128146749921
pail and shovel,-8.236913204193115,-6.39295095205307
candies and cookies,-6.199918508529663,-8.04227888584137
county and village,-5.1309123039245605,-5.929147243499756
charm and variety,-8.216604232788086,-7.697736740112305
bouquets and wreaths,-11.644575763493776,-9.104566708054335
beech and elm,-14.05290937423706,-16.27442693710327
complexity and obscurity,-10.438156217336655,-11.913765668869019
devotion and effort,-7.593441486358643,-7.087607383728027
alibis and excuses,-18.755418062210083,-14.499660387635231
body and mind,-1.4721702337265015,-1.0258080959320068
man and woman,-1.6218467950820923,-2.68399715423584
law and order,-0.8998803496360779,-8.378059387207031
cause and effect,-0.3218816816806793,-7.2613959312438965
radio and television,-0.8084940314292908,-2.1150875091552734
b and c,-1.4598416090011597,-4.194615364074707
feet and hands,-4.010161399841309,-0.7052897214889526
money and time,-4.316429138183594,-3.550705671310425
blood and flesh,-5.768363952636719,-0.19151239097118378
god and man,-4.157792568206787,-7.3149733543396
file and rank,-9.253363609313965,-0.35202664136886597
brother and sister,-0.39779606461524963,-2.042890787124634
father and son,-1.487111210823059,-5.34796142578125
men and officers,-7.041823387145996,-2.9090142250061035
south and west,-1.8461717367172241,-2.186140775680542
error and trial,-7.944000244140625,-1.775826334953308
arts and crafts,-1.7123452965170145,-9.4572114944458
pressure and temperature,-4.143306732177734,-2.2252891063690186
days and nights,-1.5505450963974,-2.179807186126709
land and sea,-2.261188268661499,-1.3565645217895508
north and west,-2.483107805252075,-2.0781264305114746
spring and summer,-0.5541199445724487,-2.7903964519500732
magazines and newspapers,-2.138913869857788,-1.8094046115875244
hands and knees,-1.5089129209518433,-4.0131683349609375
moon and sun,-4.645546913146973,-2.922790050506592
fathers and mothers,-1.8272969722747803,-1.6679385900497437
city and county,-2.108975648880005,-4.870396137237549
ears and eyes,-2.6510791778564453,-1.5084264278411865
college and school,-5.882349967956543,-2.1893742084503174
college and university,-2.9244844913482666,-3.6347150802612305
dark and light,-5.535236358642578,-1.5917314291000366
future and past,-7.40922737121582,-2.813448190689087
evening and morning,-3.475908041000366,-0.5070098638534546
ice and snow,-1.4494634866714478,-2.005436897277832
