binom,Alpha Probs,Nonalpha Probs
kiwis and wolverines,-31.566234707832336,-29.160034086555243
kiwis and narwhals,-39.25426149368286,-39.34606572985649
kiwis and ocelots,-45.03919172286987,-39.875396044924855
ibex and kiwis,-36.747992396354675,-36.02898633480072
harpies and kiwis,-34.5637223534286,-34.84485340118408
axolotls and wolverines,-40.5464481562376,-43.956480264663696
axolotls and ibex,-44.594398602843285,-47.667062282562256
axolotls and harpies,-42.3437675088644,-48.99190032482147
axolotls and keas,-49.571937188506126,-48.85756754875183
axolotls and bonobos,-38.87796827033162,-47.978849933017045
axolotls and wombats,-40.18141880631447,-42.73567554354668
axolotls and lions,-39.10029946267605,-44.08196499198675
ocelots and platypuses,-41.15964775532484,-43.08883200585842
ibex and platypuses,-38.46172618865967,-38.99011558294296
harpies and platypuses,-30.12834008783102,-38.562384366989136
keas and platypuses,-41.378275632858276,-51.59417998790741
bonobos and platypuses,-34.852525994647294,-36.46677705552429
harpies and wolverines,-29.216130478307605,-32.93122398853302
keas and wolverines,-36.489086985588074,-40.16674256324768
bonobos and wolverines,-29.507278368342668,-27.932610399089754
capybaras and ibex,-39.15773153305054,-40.287525057792664
capybaras and harpies,-38.31100106239319,-31.658729016780853
capybaras and keas,-41.23299264907837,-42.07379364967346
ibex and narwhals,-46.566152691841125,-44.427434861660004
harpies and narwhals,-36.340666726231575,-38.2089307308197
keas and narwhals,-44.00468719005585,-46.758618235588074
ibex and ocelots,-46.41713273525238,-42.519090354442596
keas and ocelots,-45.63158893585205,-49.51750326156616
bonobos and ocelots,-37.19711445318535,-43.01667368054768
harpies and ibex,-31.74951097369194,-36.570682883262634
ibex and keas,-37.20366656780243,-42.825340270996094
bonobos and ibex,-32.623733148444444,-36.69087134534493
ibex and koalas,-38.00804704427719,-36.8424990773201
ibex and sloths,-39.70122706890106,-32.93128025531769
aardvarks and ibex,-42.43131351470947,-44.683385729789734
harpies and keas,-38.41934788227081,-36.10700273513794
bonobos and harpies,-30.961193189490587,-34.371375103713945
harpies and koalas,-32.49210713757202,-33.711667120456696
harpies and wombats,-29.3129759170115,-27.443561792373657
aardvarks and harpies,-41.00341868400574,-39.20740342140198
bonobos and keas,-36.683940038550645,-37.28996420605108
keas and koalas,-36.73945213854313,-35.24505978822708
keas and sloths,-36.56690204143524,-37.60787355899811
keas and wombats,-35.828294813632965,-35.51403343677521
keas and lions,-32.02584886550903,-36.24648070335388
aardvarks and keas,-44.60190200805664,-44.07776641845703
bonobos and wombats,-32.92323277937248,-26.79812232358381
aardvarks and bonobos,-39.80750737315975,-42.03427277551964
ocarinas and vibraphones,-50.178542137145996,-39.79045104980469
cymbals and ocarinas,-34.45752692595124,-41.36993718147278
clarinets and ocarinas,-37.8516155667603,-39.57885188609362
cellos and ocarinas,-33.178865641355515,-42.074031829833984
didgeridoos and vibraphones,-50.58236849308014,-52.58609223365784
lutes and marimbas,-35.55152225494385,-35.3815484046936
kalimbas and lutes,-50.90238618850708,-47.073105335235596
clarinets and kalimbas,-47.24785155802965,-55.983549773693085
kalimbas and trumpets,-52.37059259414673,-45.00074124336243
cellos and kalimbas,-43.99362111091614,-49.17564809322357
kalimbas and saxophones,-53.364954739809036,-52.713550329208374
lutes and saxophones,-31.405818005092442,-27.59827423095703
