binom,Alpha Probs,Nonalpha Probs
kiwis and wolverines,-80.22388988733292,-80.52281326055527
kiwis and narwhals,-86.99768280982971,-85.4484741538763
kiwis and ocelots,-80.6777463555336,-80.3635385632515
ibex and kiwis,-80.02028534561396,-79.078478731215
harpies and kiwis,-86.1818240582943,-79.63794869184494
axolotls and wolverines,-88.14691945910454,-88.64364296197891
axolotls and ibex,-84.37589129060507,-87.12080062180758
axolotls and harpies,-84.07634800672531,-89.74134963750839
axolotls and keas,-90.6491271853447,-88.60510224103928
axolotls and bonobos,-84.85700546950102,-80.95245809142943
axolotls and wombats,-85.15078204870224,-90.03974997252226
axolotls and lions,-85.02066057920456,-87.97854179143906
ocelots and platypuses,-79.73985803872347,-85.50485824048519
ibex and platypuses,-79.90387550741434,-79.4195282002911
harpies and platypuses,-80.73751882463694,-79.12293809652328
keas and platypuses,-84.1322506070137,-85.16994231939316
bonobos and platypuses,-75.78852165525313,-79.29593565978575
harpies and wolverines,-82.29888217896223,-82.46073073148727
keas and wolverines,-84.62032121419907,-86.5262262225151
bonobos and wolverines,-78.48945383017417,-82.11334222232108
capybaras and ibex,-81.59923292696476,-81.79733733087778
capybaras and harpies,-82.31847196817398,-82.79783524572849
capybaras and keas,-86.68570905923843,-89.09760111570358
ibex and narwhals,-90.013701595366,-89.75772212445736
harpies and narwhals,-91.09267944097519,-87.47218817472458
keas and narwhals,-92.72146910429001,-93.37204569578171
ibex and ocelots,-83.55719987303019,-79.29135616868734
keas and ocelots,-88.04467332363129,-85.62019866704941
bonobos and ocelots,-79.72190588002559,-79.11602538805892
harpies and ibex,-78.11717796325684,-79.78758160024881
ibex and keas,-79.44789282232523,-80.96594100445509
bonobos and ibex,-78.47414471989032,-78.96004313975573
ibex and koalas,-80.91058174520731,-83.75172797963023
ibex and sloths,-79.61456457525492,-79.4518840610981
aardvarks and ibex,-83.49755584448576,-82.8825661316514
harpies and keas,-86.76943582296371,-83.06336230039597
bonobos and harpies,-77.8816792893922,-81.20830586436205
harpies and koalas,-84.75795287411893,-85.09823926910758
harpies and wombats,-81.58580869436264,-82.0940855666995
aardvarks and harpies,-83.96822499483824,-84.83900315314531
bonobos and keas,-82.3590426373994,-83.01461625378579
keas and koalas,-81.06964096426964,-86.08302315697074
keas and sloths,-81.10977548360825,-86.80374592542648
keas and wombats,-84.7332654595375,-94.77479278296232
keas and lions,-82.9025427699089,-87.84263795614243
aardvarks and keas,-86.63741730898619,-87.69400465488434
bonobos and wombats,-76.14670986717101,-79.10479719529394
aardvarks and bonobos,-83.19618646334857,-82.2766907144105
ocarinas and vibraphones,-89.7462990283966,-90.09819430112839
cymbals and ocarinas,-85.62945725768805,-87.02073556184769
clarinets and ocarinas,-91.29375796020031,-86.81965284794569
cellos and ocarinas,-82.91111761331558,-88.42867058515549
didgeridoos and vibraphones,-89.80948331207037,-98.0371024608612
lutes and marimbas,-74.40614574588835,-75.96411740779877
kalimbas and lutes,-89.29347366094589,-90.49822491407394
clarinets and kalimbas,-91.49847130477428,-89.976219560951
kalimbas and trumpets,-92.02970784902573,-91.65444707870483
cellos and kalimbas,-92.06809026002884,-91.89438825845718
kalimbas and saxophones,-91.62268215417862,-95.9845215678215
lutes and saxophones,-76.780744954478,-71.1476578116417
casserole and eagle,-76.68440407514572,-80.0993141233921
kite and linguist,-81.96157222986221,-87.41209441423416
algorithm and perfume,-82.54079538583755,-80.33507496118546
forest and screwdriver,-85.091841802001,-83.90412068367004
slipper and volcano,-78.20347362756729,-80.62525087594986
harmonica and microscope,-82.00300806760788,-82.9528678059578
cookbook and zenith,-83.0414462685585,-91.04831701517105
hammock and hydrogen,-78.74774938821793,-78.11736875772476
neuron and toaster,-83.17828470468521,-78.62130695581436
marshmallow and telescope,-79.28643861785531,-81.12702422915027
casserole and optics,-81.03884810209274,-87.63551789522171
comet and encyclopedia,-83.23762169480324,-83.12082428485155
nimbus and waffle,-81.83434954285622,-80.91900512576103
photon and pumpkin,-83.31608635187149,-82.18614679574966
lantern and syntax,-82.81183153390884,-77.4410405755043
echo and vineyard,-81.33403450250626,-80.73366409540176
nebula and snowman,-81.89605474472046,-78.0853603258729
botany and teapot,-81.80796676874161,-83.0469588637352
chisel and kaleidoscope,-77.98798287659883,-78.46306401770562
lava and teacup,-80.83944827318192,-85.33200925588608
entropy and orchard,-80.27848267555237,-80.98015543818474
axolotl and vineyard,-86.54547733068466,-96.40484315156937
clockwork and meadow,-79.73041278123856,-79.31848621368408
algebra and telescope,-79.87797683477402,-81.24357980489731
arcade and topaz,-78.65989011526108,-75.01310366392136
asteroid and compass,-74.6796538233757,-78.0922138094902
bicycle and nebula,-81.19825282506645,-82.35480260848999
bungalow and entropy,-78.30671256035566,-79.27237051539123
carnation and gnome,-80.27507477998734,-83.54870003461838
cinnamon and harmonica,-81.39824258349836,-81.8350029066205
coral and syntax,-81.95917361974716,-77.51211708784103
dandelion and pendulum,-76.03190402314067,-78.63773513957858
delirium and telescope,-81.94873468577862,-81.2887076092884
anchors and sandstorms,-85.59723880887032,-81.85694822669029
scissors and volcanoes,-79.90987939201295,-85.21408531069756
equations and lanterns,-75.0113788433373,-79.44880586862564
satellites and tulips,-84.53041592810769,-83.17626168121933
compasses and hedgehogs,-81.28854454867542,-84.22016382217407
comets and neckties,-80.2182212471962,-88.54798656702042
castles and headphones,-82.58262950181961,-83.04429370164871
paperclips and pyramids,-85.57708033919334,-80.45069462433457
constellations and kettles,-82.48483484052122,-80.33977404050529
kaleidoscopes and whales,-88.19242009799927,-91.937180957073
meadows and pianos,-82.44046178460121,-78.74337282776833
magnets and zebras,-77.39491333253682,-76.66886997967958
parrots and submarines,-77.21537625510246,-76.77315799333155
crayons and jungles,-81.96721345186234,-83.30423814058304
harbor and teapot,-85.2990637421608,-83.0543537735939
notebook and quicksand,-82.53941065073013,-82.52179127931595
glacier and lantern,-79.83892160654068,-76.45235443115234
microscope and puddle,-83.62102192640305,-80.04040825366974
compass and swan,-76.6225112080574,-75.07898432016373
bonsai and cathedral,-82.25497716665268,-78.14071345329285
honeycomb and violin,-74.53960407525301,-76.60016264487058
sailboat and stadium,-88.37235110998154,-78.74607938528061
acorns and skyscrapers,-85.4651956151938,-81.2984813712319
bell and trellis,-80.53471320867538,-78.1682168841362
inkwell and kite,-80.90557330846786,-78.31258600950241
foxglove and trombone,-80.83813518285751,-90.40663238801062
carousel and quill,-74.87935146689415,-79.32595413923264
lighthouse and onion,-76.38462942838669,-82.31549924612045
cactus and chessboard,-86.4348720908165,-83.28021018207073
gallery and raindrop,-80.2226318269968,-77.76713579893112
cricket and plow,-77.92506712675095,-81.92650216817856
fresco and gingerbread,-79.08405913598835,-79.72268819157034
cello and sunflower,-77.04461616277695,-82.70711559057236
archway and quilt,-81.38855022192001,-82.79252070188522
compass and haystack,-76.96969854831696,-76.92928344011307
beacon and millipede,-86.54528188705444,-83.51137501001358
parchment and windmill,-77.24068440590054,-76.08926322311163
candlestick and meadow,-81.16303050384158,-80.11801285578986
men and women,-61.122411608695984,-65.03819411993027
black and white,-58.31781584024429,-59.02800124883652
day and night,-62.166027039289474,-61.07515501976013
boys and girls,-61.435385912656784,-64.91596633195877
left and right,-60.21254049707204,-60.678871378302574
female and male,-64.59528702497482,-60.17107064882293
father and mother,-63.42285460233688,-65.75100892782211
goods and services,-67.86721557378769,-74.35094350576401
north and south,-59.48344597220421,-61.147798001766205
development and research,-71.89627021551132,-66.39489310979843
place and time,-60.90230518579483,-60.870000541210175
death and life,-62.896484553813934,-62.12787610292435
brothers and sisters,-62.18321754038334,-67.64432829618454
husband and wife,-62.544559612870216,-67.10386031866074
gas and oil,-62.79626935720444,-62.14390033483505
pepper and salt,-68.67731016874313,-60.32053881883621
fall and rise,-67.01703780889511,-60.39883404970169
arms and legs,-62.02315300703049,-64.26625198125839
fruits and vegetables,-66.15370684862137,-65.9907665848732
arts and sciences,-65.18887382745743,-70.66326028108597
gentlemen and ladies,-63.06362336874008,-63.99491935968399
feelings and thoughts,-67.63282495737076,-64.96117597818375
diagnosis and treatment,-67.94831991195679,-69.8327699303627
groups and individuals,-68.06908994913101,-65.49237543344498
knowledge and skills,-69.17409640550613,-67.92461329698563
heart and mind,-65.15219956636429,-65.27900129556656
influence and power,-67.08213859796524,-66.37712770700455
Africa and Asia,-65.34058028459549,-65.92230826616287
addresses and names,-73.85449892282486,-66.69465500116348
poetry and prose,-64.90157037973404,-65.62113910913467
forefinger and thumb,-72.24576629046351,-65.79416466254042
minerals and vitamins,-72.81156507413834,-64.04265852470417
fall and winter,-68.23767620325089,-65.38548904657364
light and shadow,-61.71740657091141,-64.64777594804764
honey and milk,-69.1760168671608,-63.20605844259262
nose and throat,-68.43536764383316,-69.8605495095253
anger and fear,-65.47457128763199,-69.49715477228165
head and tail,-62.28618103265762,-67.49842029809952
novels and stories,-66.83738023042679,-71.838673889637
sunrise and sunset,-63.925526678562164,-66.25318294763565
sympathy and understanding,-66.88965898752213,-70.08976703882217
shoes and socks,-66.23360735177994,-69.28653651475906
equipment and personnel,-71.95491987466812,-68.52652770280838
eyes and face,-65.62059742212296,-66.10691791772842
ink and paper,-61.93085092306137,-61.927105486392975
muscles and nerves,-67.68792134523392,-70.52583795785904
charts and maps,-67.60885101556778,-65.06172412633896
elbows and knees,-71.00841863453388,-71.77838757093559
Christmas and Easter,-66.79833060503006,-69.47970324754715
nature and size,-67.17489272356033,-69.89545994997025
gums and teeth,-76.58191782236099,-71.61324232816696
chairs and sofas,-70.5579798668623,-76.27911883592606
characters and situations,-66.58918315172195,-70.22691208124161
joy and pleasure,-69.75064831972122,-70.30715948343277
Thursday and Tuesday,-71.42614656686783,-67.16353696584702
barley and oats,-68.45784908533096,-68.00018335157074
beauty and dignity,-67.88365036249161,-71.12037998437881
boats and ships,-68.72603017091751,-67.36994725465775
misery and pain,-67.75229841470718,-68.6814551949501
bones and skulls,-69.92192053794861,-67.40442878007889
dairy and poultry,-73.44508732765098,-73.42538350820541
being and existence,-71.33815151453018,-69.96921163797379
radar and radio,-69.17313033342361,-68.3164592385292
humility and pride,-72.90258628129959,-70.87511645257473
pitch and volume,-62.94695335626602,-67.26096159219742
skirt and sweater,-75.04130271449685,-75.58763080835342
linen and silk,-65.89959305524826,-69.7859687358141
checks and money,-78.54962354898453,-75.19530636072159
calluses and corns,-82.87410742044449,-81.93412548303604
action and motion,-64.00895315408707,-63.76195913553238
brain and intelligence,-71.65206772089005,-73.57525783777237
conduct and manners,-76.45201021432877,-71.37249428033829
completeness and unity,-70.67505107520265,-69.27754610230477
hostility and indifference,-78.91654628508968,-71.74599893623963
depth and force,-69.59197670221329,-66.74647337198257
hours and miles,-71.65286880731583,-71.07217866182327
movements and speech,-70.16529041528702,-69.57323628664017
schools and synagogues,-72.90018984489143,-74.95101398229599
arrangers and composers,-75.15050983428955,-70.37892165401718
happiness and laughter,-72.2766175866127,-70.49433618783951
diagrams and sketches,-65.82373505085707,-68.74222891347017
pail and shovel,-70.75225764513016,-72.63561886548996
candies and cookies,-74.61610180139542,-74.52274167537689
county and village,-66.75958043336868,-69.69842249155045
charm and variety,-71.0750303864479,-73.50640493631363
bouquets and wreaths,-75.99960932321846,-76.39687895961106
beech and elm,-71.71232967823744,-76.8300467133522
complexity and obscurity,-71.73157969117165,-71.13402973860502
devotion and effort,-73.21716099977493,-70.09137445688248
alibis and excuses,-86.09986615180969,-79.41238212166354
body and mind,-63.62118774652481,-61.24871188402176
man and woman,-61.39030796289444,-65.88956528902054
law and order,-62.390935480594635,-64.75697356462479
cause and effect,-60.88093706406653,-71.47508960962296
radio and television,-64.89324408769608,-66.19698399305344
b and c,-58.17339384555817,-60.01273828744888
feet and hands,-66.63559728860855,-63.06009250879288
money and time,-66.61835557222366,-64.04798847436905
blood and flesh,-64.0290921330452,-62.207443833351135
god and man,-64.17898064851761,-64.84378582239151
file and rank,-70.18079334497452,-65.26902514696121
brother and sister,-64.96310395002365,-66.09658497571945
father and son,-62.09066241979599,-72.14396148920059
men and officers,-70.15068584680557,-65.39561969041824
south and west,-61.46041041612625,-62.87268406152725
error and trial,-71.13337808847427,-63.141617089509964
arts and crafts,-63.64104380086064,-71.0926598906517
pressure and temperature,-63.56356984376907,-59.84816092252731
days and nights,-64.93256050348282,-68.92352122068405
land and sea,-62.9539732336998,-62.50448673963547
north and west,-62.41731542348862,-61.8712984919548
spring and summer,-61.1508554816246,-63.54206520318985
magazines and newspapers,-67.34813684225082,-67.23762959241867
