model,prompt,binom,alpha_logprob,nonalpha_logprob,preference
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,kiwis and wolverines,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,kiwis and narwhals,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,kiwis and ocelots,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,ibex and kiwis,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,harpies and kiwis,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,axolotls and wolverines,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,axolotls and ibex,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,axolotls and harpies,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,axolotls and keas,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,axolotls and bonobos,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,axolotls and wombats,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,axolotls and lions,-43.81863784790039,-40.010032653808594,-3.808605194091797
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,ocelots and platypuses,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,ibex and platypuses,-32.15131378173828,-32.15131378173828,0.0
qing-yao/genfreq-finetuned-ep1_seed-42_1e-4,More natural: ,harpies and platypuses,-32.15131378173828,-32.15131378173828,0.0
