binom,Alpha Probs,Nonalpha Probs
kiwis and wolverines,-43.709434032440186,-36.50348296761513
kiwis and narwhals,-52.09838879108429,-47.39522960782051
kiwis and ocelots,-48.472622871398926,-44.39920827746391
ibex and kiwis,-43.366699643433094,-47.676266979426146
harpies and kiwis,-43.758636713027954,-45.69557309150696
axolotls and wolverines,-43.51600457727909,-44.22627978771925
axolotls and ibex,-46.434180930256844,-50.637792982161045
axolotls and harpies,-43.01650561392307,-47.7667073905468
axolotls and keas,-49.37453676760197,-48.39059790968895
axolotls and bonobos,-42.73200086748693,-42.49444015274639
axolotls and wombats,-40.938404724001884,-52.083867847919464
axolotls and lions,-39.53950907289982,-53.56358063220978
ocelots and platypuses,-46.46286827325821,-50.062888495624065
ibex and platypuses,-47.81435960531235,-47.27054202929139
harpies and platypuses,-37.17673110961914,-44.066921554505825
keas and platypuses,-48.21195077896118,-51.78230955451727
bonobos and platypuses,-41.83369244399364,-42.46253888180945
harpies and wolverines,-38.26091978698969,-39.3637552857399
keas and wolverines,-43.07069277763367,-43.200909435749054
bonobos and wolverines,-34.035063558694674,-38.462060987934365
capybaras and ibex,-46.46090866625309,-46.515773482620716
capybaras and harpies,-45.01220025122166,-43.80939681082964
capybaras and keas,-46.21231450140476,-49.8917573094368
ibex and narwhals,-54.28910178691149,-52.421447075903416
harpies and narwhals,-46.7391881942749,-48.89619606733322
keas and narwhals,-49.97386980056763,-54.92748546600342
ibex and ocelots,-47.778458304703236,-46.03795552253723
keas and ocelots,-55.04162406921387,-51.380675315856934
bonobos and ocelots,-44.59324961292441,-44.247592091547176
harpies and ibex,-43.50613307952881,-45.46491069346666
ibex and keas,-45.82264108210802,-43.91548192501068
bonobos and ibex,-41.41924890267546,-41.52025243267417
ibex and koalas,-45.26613649725914,-46.20803589746356
ibex and sloths,-47.1956722214818,-43.15937423706055
aardvarks and ibex,-45.59884782880545,-47.15829814225435
harpies and keas,-46.71498107910156,-45.10559320449829
bonobos and harpies,-37.0042821704119,-40.46661326254252
harpies and koalas,-43.19427008755156,-44.27910615131259
harpies and wombats,-39.0552276968956,-40.55957806110382
aardvarks and harpies,-45.88050379604101,-41.79771560430527
bonobos and keas,-41.18738465892966,-42.492287170141935
keas and koalas,-42.417818903923035,-45.921287547796965
keas and sloths,-45.51100826263428,-47.78318214416504
keas and wombats,-43.80485275387764,-49.70238971710205
keas and lions,-41.744237422943115,-47.14876961708069
aardvarks and keas,-46.305782459676266,-45.798341512680054
bonobos and wombats,-34.144850337383104,-37.92825601866207
aardvarks and bonobos,-43.47896831523394,-40.241954916593386
ocarinas and vibraphones,-55.599094450473785,-55.35350489616394
cymbals and ocarinas,-47.25825148820877,-50.63971086591482
clarinets and ocarinas,-50.49351045489311,-50.41459483653307
cellos and ocarinas,-45.29188799858093,-52.99887132644653
didgeridoos and vibraphones,-53.214004373177886,-60.80483738332987
lutes and marimbas,-36.952574610710144,-43.52387201786041
kalimbas and lutes,-56.848549365997314,-51.33601951599121
clarinets and kalimbas,-55.81017228960991,-55.90634559839964
kalimbas and trumpets,-56.46635860204697,-53.518587708473206
cellos and kalimbas,-51.75184631347656,-58.79894256591797
kalimbas and saxophones,-60.01855993270874,-60.12589108943939
lutes and saxophones,-41.372967734816484,-38.401198744773865
casserole and eagle,-38.20288175344467,-41.197845451533794
kite and linguist,-47.17949867248535,-46.41494369506836
algorithm and perfume,-44.38853883743286,-39.2259361743927
forest and screwdriver,-42.55671405047178,-37.2006092723459
slipper and volcano,-37.397669315338135,-42.52250003814697
harmonica and microscope,-39.42007941007614,-40.68871319293976
cookbook and zenith,-40.4301073551178,-43.70629072189331
hammock and hydrogen,-41.30039882659912,-41.679632902145386
neuron and toaster,-39.674227237701416,-41.58801198005676
marshmallow and telescope,-39.68478294322267,-40.854928516666405
casserole and optics,-42.1405765414238,-43.42859768867493
comet and encyclopedia,-38.52212831377983,-39.547829296439886
nimbus and waffle,-43.26368737220764,-41.33079373836517
photon and pumpkin,-42.87893605232239,-39.29396390914917
lantern and syntax,-43.307910442352295,-39.9381582736969
echo and vineyard,-40.688340187072754,-36.8038489818573
nebula and snowman,-42.70821523666382,-37.587351590394974
botany and teapot,-41.02315855026245,-40.19081735610962
chisel and kaleidoscope,-39.51416432764381,-39.09942624345422
lava and teacup,-42.481625497341156,-40.04808807373047
entropy and orchard,-44.48503661155701,-43.400502536445856
axolotl and vineyard,-43.788765132427216,-50.36938986182213
clockwork and meadow,-40.48881793022156,-43.50559413433075
algebra and telescope,-40.80526089668274,-41.93607950210571
arcade and topaz,-41.91613984107971,-37.49531590938568
asteroid and compass,-37.80995857715607,-35.16274404525757
bicycle and nebula,-39.815265648067,-44.57429122924805
bungalow and entropy,-45.333955746144056,-43.862887556897476
carnation and gnome,-46.844534158706665,-45.04268264770508
cinnamon and harmonica,-40.24295201012865,-39.48933008336462
coral and syntax,-42.6796612739563,-38.20159840583801
dandelion and pendulum,-43.110751040279865,-44.42670761793852
delirium and telescope,-41.71205584704876,-43.023097559809685
anchors and sandstorms,-42.04527920484543,-39.0733707845211
scissors and volcanoes,-39.150775360642,-43.88969758152962
equations and lanterns,-37.65648763999343,-38.42010518908501
satellites and tulips,-41.19428439904004,-41.606843111301714
compasses and hedgehogs,-41.30812418181449,-45.382235050201416
comets and neckties,-43.46996259689331,-43.987937688827515
castles and headphones,-43.92496418952942,-41.03531289100647
paperclips and pyramids,-41.51723053911701,-44.95408212533221
constellations and kettles,-45.03379471600056,-43.489820308983326
kaleidoscopes and whales,-48.62425283435732,-49.852629152766895
meadows and pianos,-40.70342484116554,-38.34597498178482
magnets and zebras,-35.8959549361025,-38.38005698192865
parrots and submarines,-35.13026658236049,-34.13928808923811
crayons and jungles,-42.13346338272095,-41.79618048667908
harbor and teapot,-42.6518988609314,-40.32236909866333
notebook and quicksand,-40.79199576377869,-39.958102971315384
glacier and lantern,-37.86595797538757,-38.672624826431274
microscope and puddle,-41.83934700489044,-41.19936943054199
compass and swan,-39.70027041435242,-41.06984329223633
bonsai and cathedral,-41.5475617647171,-45.151639342308044
honeycomb and violin,-38.551419861614704,-39.50392082030885
sailboat and stadium,-45.094712018966675,-36.75902020931244
acorns and skyscrapers,-44.64256557468616,-42.52082902404436
bell and trellis,-41.071552097797394,-41.66061520576477
inkwell and kite,-43.82464408874512,-40.89106225967407
foxglove and trombone,-41.46660888195038,-43.940189046319574
carousel and quill,-31.690967068076134,-41.41530126333237
lighthouse and onion,-38.44566059112549,-39.28299427032471
cactus and chessboard,-47.51702828705311,-44.494606629014015
gallery and raindrop,-45.65076470375061,-43.61642336845398
cricket and plow,-35.5685031414032,-39.15678358078003
fresco and gingerbread,-35.202974257132155,-37.0220105648018
cello and sunflower,-39.72849988937378,-41.304473638534546
archway and quilt,-43.778194427490234,-41.83962106704712
compass and haystack,-38.02584272623062,-39.92921143770218
beacon and millipede,-47.39971885085106,-40.81802022457123
parchment and windmill,-38.954340636730194,-36.1904663592577
candlestick and meadow,-38.37047807878116,-42.02538400316553
men and women,-20.54194575548172,-22.802038192749023
black and white,-20.978423923254013,-22.425517559051514
day and night,-21.60719047486782,-22.758147433400154
boys and girls,-21.622332502156496,-22.525143027305603
left and right,-22.9516574293375,-23.036275506019592
female and male,-25.21064281463623,-21.660674687474966
father and mother,-25.026103019714355,-24.25479507446289
goods and services,-25.61163204908371,-31.843366622924805
north and south,-22.82645969837904,-25.03495752811432
development and research,-30.972871780395508,-25.069223880767822
place and time,-24.628838896751404,-23.40272045135498
death and life,-24.932374000549316,-22.076640725135803
brothers and sisters,-23.864760482683778,-25.391048431396484
husband and wife,-21.954428873956203,-26.552269220352173
gas and oil,-23.48225462436676,-23.78522026538849
pepper and salt,-24.049125909805298,-21.293976083397865
fall and rise,-29.3245587348938,-24.129788398742676
arms and legs,-24.658517360687256,-26.43744134902954
fruits and vegetables,-22.11208936572075,-26.81976628303528
arts and sciences,-28.483353316783905,-31.578068017959595
gentlemen and ladies,-24.61736285686493,-21.624084243550897
feelings and thoughts,-29.755170822143555,-26.89607334136963
diagnosis and treatment,-26.840426087379456,-31.043415069580078
groups and individuals,-30.04417872428894,-26.759037494659424
knowledge and skills,-28.26259469985962,-27.786222457885742
heart and mind,-29.032427310943604,-24.885843515396118
influence and power,-30.25999355316162,-25.674204349517822
Africa and Asia,-25.468183517456055,-25.432425379753113
addresses and names,-33.09496355056763,-25.625892639160156
poetry and prose,-26.861263513565063,-28.199541330337524
forefinger and thumb,-35.4589310400188,-25.894835402432363
minerals and vitamins,-32.446694924205076,-28.496681314965826
fall and winter,-28.922322273254395,-26.86815619468689
light and shadow,-28.098514556884766,-30.535765171051025
honey and milk,-28.28886842727661,-22.87057590484619
nose and throat,-27.903881072998047,-30.64828372001648
anger and fear,-25.809237003326416,-29.465579509735107
head and tail,-26.265620231628418,-29.870902061462402
novels and stories,-27.58073341846466,-30.720393657684326
sunrise and sunset,-25.672402143478394,-30.14865016937256
sympathy and understanding,-26.232399702072144,-31.658353805541992
shoes and socks,-26.330694675445557,-24.717967987060547
equipment and personnel,-31.109609603881836,-30.38860583305359
eyes and face,-27.780998945236206,-28.587523221969604
ink and paper,-23.923986554145813,-23.45559847354889
muscles and nerves,-29.197305917739868,-28.96904993057251
charts and maps,-30.111077308654785,-28.162859201431274
elbows and knees,-29.575286786654033,-29.50504229109174
Christmas and Easter,-25.82194995880127,-29.604865550994873
nature and size,-34.0112886428833,-32.55996870994568
gums and teeth,-34.40778160095215,-29.757857739925385
chairs and sofas,-31.556475398188923,-33.161128759384155
characters and situations,-31.780826330184937,-34.505733013153076
joy and pleasure,-31.153337478637695,-29.739067316055298
Thursday and Tuesday,-30.67990255355835,-27.35998910665512
barley and oats,-31.54618215560913,-32.62643636204302
beauty and dignity,-31.92388129234314,-33.463040351867676
boats and ships,-30.643450498580933,-29.523410320281982
misery and pain,-28.949540376663208,-28.62774085998535
bones and skulls,-29.169564485549927,-27.64667046070099
dairy and poultry,-29.592677687687683,-33.074577033519745
being and existence,-33.29464912414551,-32.8845419883728
radar and radio,-30.460611820220947,-27.69341731071472
humility and pride,-32.05183792114258,-29.563254296779633
pitch and volume,-33.685426235198975,-29.064366340637207
skirt and sweater,-34.67736142873764,-34.30077290534973
linen and silk,-29.183329105377197,-30.114469945430756
checks and money,-34.309200286865234,-34.47346830368042
calluses and corns,-45.15897512435913,-46.20212364196777
action and motion,-27.965192317962646,-29.64264440536499
brain and intelligence,-31.208024978637695,-31.96055841445923
conduct and manners,-31.929186820983887,-33.18236064910889
completeness and unity,-35.664663665695116,-34.0016869235551
hostility and indifference,-36.990537330482766,-35.6579580678972
depth and force,-31.472158193588257,-29.223453998565674
hours and miles,-31.13487195968628,-31.35903549194336
movements and speech,-34.34146976470947,-35.236440658569336
schools and synagogues,-31.120429589413106,-39.31374642252922
arrangers and composers,-38.37382058799267,-33.27114987524692
happiness and laughter,-31.329694747924805,-27.51516819000244
diagrams and sketches,-31.845331294462085,-34.69596423825715
pail and shovel,-30.70824432373047,-31.239895939826965
candies and cookies,-30.965349435806274,-30.794211719185114
county and village,-31.21357297897339,-31.019784450531006
charm and variety,-33.53591442108154,-30.397859811782837
bouquets and wreaths,-38.57795164268464,-35.960013503208756
beech and elm,-34.1914296746254,-40.31793689727783
complexity and obscurity,-34.180323511362076,-34.93750010430813
devotion and effort,-33.65025234222412,-34.31033205986023
alibis and excuses,-41.59677714109421,-34.03869212811696
body and mind,-26.37516713142395,-23.19199711084366
man and woman,-22.634486436843872,-26.327847003936768
law and order,-20.642087936401367,-31.803194046020508
cause and effect,-22.634824756532907,-31.470360279083252
radio and television,-23.7797749042511,-25.96212363243103
b and c,-22.33926033973694,-26.636704683303833
feet and hands,-30.7794988155365,-25.659351587295532
money and time,-24.87001609802246,-22.951101303100586
blood and flesh,-24.591657400131226,-20.813098669052124
god and man,-26.175132036209106,-28.074183464050293
file and rank,-33.62205505371094,-27.728667557239532
brother and sister,-24.021394550800323,-26.902111530303955
father and son,-23.66278052330017,-31.807040214538574
men and officers,-28.628918886184692,-23.938698530197144
south and west,-25.325338125228882,-25.9128155708313
error and trial,-34.063132762908936,-24.318809747695923
arts and crafts,-25.597821371629834,-35.653080105781555
pressure and temperature,-26.771550178527832,-23.284283757209778
days and nights,-25.569049507379532,-29.978843450546265
land and sea,-25.128962516784668,-25.832961320877075
north and west,-26.103740453720093,-25.050333738327026
spring and summer,-22.988250374794006,-26.51404905319214
magazines and newspapers,-24.846078395843506,-25.84726047515869
hands and knees,-28.27564239501953,-32.74275779724121
moon and sun,-29.474465370178223,-25.2944313287735
fathers and mothers,-25.496846914291382,-28.92411470413208
city and county,-25.888368844985962,-30.764331817626953
ears and eyes,-28.291832447052002,-23.169060826301575
college and school,-29.449654579162598,-26.819860458374023
college and university,-27.376591205596924,-29.252082109451294
dark and light,-25.202566862106323,-24.486317992210388
future and past,-32.11551523208618,-27.314043760299683
evening and morning,-29.659640312194824,-24.838517904281616
ice and snow,-26.3152437210083,-24.232651591300964
husbands and wives,-25.01633507013321,-28.516456127166748
boys and men,-27.47640109062195,-24.90558695793152
bread and butter,-21.343572735786438,-31.785849571228027
head and shoulders,-25.385817408561707,-31.663581132888794
rock and roll,-23.469446061179042,-30.164552688598633
testament and will,-35.91285991668701,-28.63635540008545
engineers and scientists,-29.70513343811035,-25.53045415878296
man and wife,-24.019022226333618,-29.936615467071533
arms and hands,-28.001619577407837,-30.20248794555664
math and science,-23.76514208316803,-26.285221099853516
son and wife,-26.24130630493164,-25.98135256767273
