binom,Alpha Probs,Nonalpha Probs
kiwis and wolverines,-27.539570808410645,-26.741443783044815
kiwis and narwhals,-38.63458728790283,-35.39737296104431
kiwis and ocelots,-36.13845479488373,-38.988078594207764
ibex and kiwis,-31.352207452058792,-28.650087743997574
harpies and kiwis,-32.69720820710063,-32.38232445716858
axolotls and wolverines,-37.35655514150858,-30.951700448989868
axolotls and ibex,-36.09744839370251,-36.7746986746788
axolotls and harpies,-39.20287121832371,-36.32653620094061
axolotls and keas,-43.44723071157932,-37.31627606600523
axolotls and bonobos,-36.93386876047589,-30.888361620891374
axolotls and wombats,-39.7497505992651,-35.9473532140255
axolotls and lions,-37.74735011160374,-37.81883403658867
ocelots and platypuses,-42.60648452490568,-34.88159642368555
ibex and platypuses,-32.35608848929405,-32.49059146642685
harpies and platypuses,-28.733400978147984,-27.116208732128143
keas and platypuses,-35.37142349779606,-34.332848966121674
bonobos and platypuses,-27.56603622221155,-27.31565374881029
harpies and wolverines,-31.939543273299932,-28.233134657144547
keas and wolverines,-34.812207102775574,-32.724555402994156
bonobos and wolverines,-27.427519796125125,-26.82073928718455
capybaras and ibex,-30.688675180077553,-34.1810864508152
capybaras and harpies,-30.722831562161446,-40.58381289802492
capybaras and keas,-35.0379606038332,-40.362951815128326
ibex and narwhals,-42.86674466729164,-39.09667211771011
harpies and narwhals,-41.083048582077026,-34.72658112645149
keas and narwhals,-43.91552543640137,-42.63129448890686
ibex and ocelots,-37.58904042840004,-38.08386021852493
keas and ocelots,-40.16914176940918,-48.035374879837036
bonobos and ocelots,-32.97962707065744,-35.63893800928054
harpies and ibex,-31.89479485154152,-36.30414214730263
ibex and keas,-34.75967279076576,-34.860657691955566
bonobos and ibex,-25.081133065454196,-30.119735880754888
ibex and koalas,-35.03425815701485,-30.637324512004852
ibex and sloths,-34.11292281746864,-34.98723351955414
aardvarks and ibex,-30.71492028236389,-35.44782266020775
harpies and keas,-40.57258415222168,-38.45148468017578
bonobos and harpies,-26.393329558603,-31.70158357080072
harpies and koalas,-32.594877764582634,-31.479009091854095
harpies and wombats,-31.588191241025925,-29.282247215509415
aardvarks and harpies,-31.001605570316315,-38.41988626122475
bonobos and keas,-32.07558005832834,-35.838078568223864
keas and koalas,-35.22869837284088,-34.23629277944565
keas and sloths,-34.4524422287941,-38.95066320896149
keas and wombats,-35.66153430938721,-38.46626961231232
keas and lions,-34.300312995910645,-37.89061212539673
aardvarks and keas,-35.250270307064056,-37.858398377895355
bonobos and wombats,-26.152391252748203,-28.43619926366955
aardvarks and bonobos,-29.727018704870716,-30.489031372300815
ocarinas and vibraphones,-43.231176018714905,-43.152841091156006
cymbals and ocarinas,-31.99551722407341,-38.00612998008728
clarinets and ocarinas,-35.51774138212204,-41.03901147842407
cellos and ocarinas,-34.327109575271606,-38.15632367134094
didgeridoos and vibraphones,-49.36633215844631,-50.80673909932375
lutes and marimbas,-35.06850439310074,-34.92490911483765
kalimbas and lutes,-39.82925534248352,-45.01190674304962
clarinets and kalimbas,-41.76895534992218,-40.14334452152252
kalimbas and trumpets,-37.459307074546814,-44.39098596572876
cellos and kalimbas,-43.53869652748108,-40.495176792144775
kalimbas and saxophones,-46.67145383358002,-39.53303273022175
lutes and saxophones,-27.550762739847414,-28.12312252819538
casserole and eagle,-28.393910884857178,-31.5050148665905
kite and linguist,-32.667633295059204,-35.034464836120605
algorithm and perfume,-34.49922275543213,-30.916355848312378
forest and screwdriver,-31.359752591699362,-33.507726984098554
slipper and volcano,-35.611836433410645,-32.81831979751587
harmonica and microscope,-36.22308540344238,-37.92620778083801
cookbook and zenith,-37.80483102798462,-35.71264123916626
hammock and hydrogen,-31.28899383544922,-33.92811179161072
neuron and toaster,-41.5093560218811,-34.43275237083435
marshmallow and telescope,-30.209223256912082,-29.203711941023357
casserole and optics,-32.00482201576233,-41.68074560165405
comet and encyclopedia,-31.750333954580128,-32.391844240017235
nimbus and waffle,-32.79534810781479,-36.595630049705505
photon and pumpkin,-32.97680306434631,-37.59662580490112
lantern and syntax,-31.241502165794373,-30.386216402053833
echo and vineyard,-35.37345266342163,-29.557533264160156
nebula and snowman,-35.745991230010986,-33.547880567610264
botany and teapot,-32.63267159461975,-37.98624515533447
chisel and kaleidoscope,-28.55948531674221,-26.380446766270325
