backend,term,estimate,se,zvalue,model
lmer,item_logodds_singleprompt,0.16103529121703097,0.017487774178908393,9.208449832984005,qing-yao/baseline_nb150k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.23792889636581474,0.01509905200924924,15.757869846402702,qing-yao/baseline_nb150k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.08704929183068864,0.018916885122156946,4.60167153675473,qing-yao/baseline_nb150k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.11631945252299232,0.008630339459500586,13.477969559464281,qing-yao/baseline_nb150k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.28162723792053396,0.016472602907239495,17.096705329839672,qing-yao/baseline_nb150k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1590279792025126,0.010752131193027162,14.79036819283264,qing-yao/baseline_nb150k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.18565115042110744,0.015732508309743775,11.800480048443783,qing-yao/baseline_nb150k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.20397700557945736,0.013471370201937964,15.141518830067756,qing-yao/baseline_nb150k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.19573075135742973,0.016630931957078588,11.769078958568,qing-yao/baseline_nb150k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.15124760541549181,0.012678929274366429,11.92905190513808,qing-yao/baseline_nb300k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2454835085534102,0.016886750795159923,14.53704809949411,qing-yao/baseline_nb300k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.164314835952808,0.016577106657139233,9.912154114182695,qing-yao/baseline_nb300k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.09437259770463227,0.007975971089556479,11.832113813476733,qing-yao/baseline_nb300k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.24657855278122254,0.015744172457103335,15.661575954725592,qing-yao/baseline_nb300k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.11299022644328031,0.010918333473623261,10.34866966797126,qing-yao/baseline_nb300k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.16022945816781112,0.013889217249547534,11.536248248477133,qing-yao/baseline_nb300k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2162614456642423,0.014583291369275634,14.82939894623968,qing-yao/baseline_nb300k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.19353641076529726,0.016176331659491786,11.964171781291087,qing-yao/baseline_nb300k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.18997029307104332,0.01543879142020681,12.304738622377124,qing-yao/baseline_nb50k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2688721668604346,0.01597501234821137,16.830795557446855,qing-yao/baseline_nb50k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.17963460200789666,0.013213871835999341,13.594395665205967,qing-yao/baseline_nb50k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1498242881983406,0.010909878884173873,13.732901142988785,qing-yao/baseline_nb50k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.28769678914177627,0.0163168028650322,17.63193387341378,qing-yao/baseline_nb50k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.18491891641325248,0.01351128267414069,13.686259171171786,qing-yao/baseline_nb50k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1736414293054321,0.014089539965250258,12.324137603760855,qing-yao/baseline_nb50k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2518870993942333,0.015395195940230406,16.361409128675472,qing-yao/baseline_nb50k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.19215413094247927,0.01386295249510564,13.860981707202697,qing-yao/baseline_nb50k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1203498176949174,0.015132160275950175,7.953247619653594,qing-yao/genpref_n10000_nb0_160M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.22707954813769643,0.015189184770895512,14.950081361365154,qing-yao/genpref_n10000_nb0_160M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.14894405267438096,0.015403268279913165,9.6696395834781,qing-yao/genpref_n10000_nb0_160M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.09564982843166422,0.011196572596303805,8.542777498110448,qing-yao/genpref_n10000_nb0_410M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2435213168912634,0.016876825356469265,14.429332042469483,qing-yao/genpref_n10000_nb0_410M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.12797482175558134,0.013200375242241508,9.694786656220115,qing-yao/genpref_n10000_nb0_410M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.15000113448285304,0.01649572834882384,9.093332001526823,qing-yao/genpref_n10000_nb0_70M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.19977789316390565,0.014739746099762347,13.553686190505461,qing-yao/genpref_n10000_nb0_70M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1436669347265287,0.014804430029762587,9.704320560649954,qing-yao/genpref_n10000_nb0_70M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.14586692579458768,0.013697247278243953,10.649360621989768,qing-yao/genpref_n10000_nb150k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.21822635773357144,0.013718346322941319,15.907628557869943,qing-yao/genpref_n10000_nb150k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.20453245890097838,0.015055237277704522,13.585468971908726,qing-yao/genpref_n10000_nb150k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.09653549971868804,0.009314520593971868,10.363979417380158,qing-yao/genpref_n10000_nb150k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2599350447970005,0.016754595214578477,15.514253938574793,qing-yao/genpref_n10000_nb150k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.11801539231168173,0.010514513363081578,11.22404701353615,qing-yao/genpref_n10000_nb150k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.15799180736682783,0.014239246653825104,11.095517284573923,qing-yao/genpref_n10000_nb150k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.16740577853928498,0.012775987251368212,13.103157920054835,qing-yao/genpref_n10000_nb150k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1599557652301206,0.01613126450846167,9.91588509048473,qing-yao/genpref_n10000_nb150k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.157474903270323,0.014135971832794645,11.140012524996001,qing-yao/genpref_n10000_nb300k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.20115725670851028,0.015412646885279286,13.051441339426054,qing-yao/genpref_n10000_nb300k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1644163917581475,0.015291319358673046,10.75226982718745,qing-yao/genpref_n10000_nb300k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.08263343919019255,0.009626580571040662,8.583882779600485,qing-yao/genpref_n10000_nb300k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.217615963972557,0.01629916670915057,13.351355186175532,qing-yao/genpref_n10000_nb300k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.15540882931773423,0.01328826699439444,11.695191659175144,qing-yao/genpref_n10000_nb300k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.15124435589714916,0.015192796321173941,9.955004510023114,qing-yao/genpref_n10000_nb300k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.17454917808521936,0.014787059122538177,11.804184769855592,qing-yao/genpref_n10000_nb300k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.17920335363941936,0.015130138834558203,11.844131478166442,qing-yao/genpref_n10000_nb300k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.14267999277655052,0.012201411498102879,11.69372845090381,qing-yao/genpref_n10000_nb50k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.21717922816967336,0.014149547929638767,15.348845719286373,qing-yao/genpref_n10000_nb50k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.20026583265864162,0.016844509300278594,11.88908676938006,qing-yao/genpref_n10000_nb50k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.06852937706136092,0.009001980842604321,7.612699722379658,qing-yao/genpref_n10000_nb50k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2583605807679269,0.016696550033101498,15.47389013033938,qing-yao/genpref_n10000_nb50k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.11659257466311514,0.012350407305233294,9.440382959168549,qing-yao/genpref_n10000_nb50k_410M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1529711103744319,0.015044748388725696,10.16774135545305,qing-yao/genpref_n10000_nb50k_70M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1847171400093705,0.013708779699316992,13.474367818353198,qing-yao/genpref_n10000_nb50k_70M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.16471848305608316,0.015880211811440857,10.372562092491245,qing-yao/genpref_n10000_nb50k_70M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.20646770754229,0.014416774206868545,14.321352653489095,qing-yao/genpref_n1000_nb0_160M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.27915747036167593,0.01645590919586347,16.96396516528226,qing-yao/genpref_n1000_nb0_160M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.256063890402717,0.01575918898665361,16.24854493588321,qing-yao/genpref_n1000_nb0_160M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.18206909343754446,0.014223475542460763,12.80060509078959,qing-yao/genpref_n1000_nb0_410M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2784428845846735,0.015770159533341356,17.65631374850635,qing-yao/genpref_n1000_nb0_410M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2361834262834888,0.01541445205536799,15.32220707133338,qing-yao/genpref_n1000_nb0_410M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.19278942920880154,0.01460954498512026,13.196128243908793,qing-yao/genpref_n1000_nb0_70M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2617975945262827,0.015711967682068128,16.66230479999453,qing-yao/genpref_n1000_nb0_70M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2490300909716672,0.015573010860351271,15.991133198635037,qing-yao/genpref_n1000_nb0_70M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.12573928175419555,0.015488436505702897,8.118268213056748,qing-yao/genpref_n1000_nb150k_160M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2312619440441913,0.014322950447221745,16.14625037602149,qing-yao/genpref_n1000_nb150k_160M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.1766123119478916,0.019231958688363963,9.183272219420296,qing-yao/genpref_n1000_nb150k_160M_ep5_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.11258187786242499,0.009682680184974625,11.627139976917459,qing-yao/genpref_n1000_nb150k_410M_ep10_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.2809755172166074,0.016292700231648773,17.24548498540524,qing-yao/genpref_n1000_nb150k_410M_ep1_lr1e-4_seed42
lmer,item_logodds_singleprompt,0.15513429459101447,0.011498716178415736,13.491444799917522,qing-yao/genpref_n1000_nb150k_410M_ep5_lr1e-4_seed42
